FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,WHH,WHD,WHA
3.0,2.0,H,0.0,2.0,A,2.8,3.25,2.8,2.75,3.1,2.75
2.0,1.0,H,0.0,1.0,A,4.5,3.8,1.85,4.2,3.7,1.85
2.0,0.0,H,1.0,0.0,H,2.4,3.6,3.0,2.38,3.5,2.9
1.0,1.0,D,0.0,0.0,D,1.55,4.2,7.0,1.55,4.0,6.5
4.0,2.0,H,2.0,1.0,H,1.16,8.5,21.0,1.15,7.5,19.0
2.0,2.0,D,0.0,1.0,A,2.05,3.6,3.8,2.1,3.3,3.7
1.0,2.0,A,1.0,1.0,D,3.1,3.4,2.45,3.1,3.3,2.35
4.0,3.0,H,1.0,2.0,A,1.55,4.2,7.0,1.55,4.0,6.5
2.0,0.0,H,0.0,0.0,D,4.0,3.8,1.95,4.0,3.5,1.95
1.0,2.0,A,0.0,1.0,A,12.0,7.0,1.25,13.0,6.0,1.24
0.0,1.0,A,0.0,0.0,D,2.55,3.2,3.1,2.55,3.1,3.0
2.0,0.0,H,1.0,0.0,H,3.2,3.25,2.45,3.1,3.1,2.45
2.0,0.0,H,0.0,0.0,D,1.45,4.4,9.0,1.42,4.33,8.5
0.0,2.0,A,0.0,2.0,A,21.0,11.0,1.12,21.0,9.0,1.12
2.0,0.0,H,1.0,0.0,H,1.85,3.8,4.5,1.8,3.75,4.33
2.0,1.0,H,1.0,0.0,H,1.44,4.75,8.0,1.42,4.75,7.5
0.0,2.0,A,0.0,2.0,A,2.55,3.5,2.9,2.5,3.4,2.8
1.0,2.0,A,0.0,0.0,D,9.0,4.5,1.44,8.0,4.5,1.42
2.0,1.0,H,1.0,0.0,H,1.61,4.2,6.0,1.6,4.0,5.8
2.0,0.0,H,1.0,0.0,H,1.36,5.25,9.5,1.36,5.0,8.5
4.0,1.0,H,1.0,1.0,D,1.72,4.0,5.0,1.73,3.75,4.8
2.0,1.0,H,1.0,1.0,D,4.0,3.6,2.0,4.0,3.5,1.95
3.0,0.0,H,1.0,0.0,H,1.25,6.5,15.0,1.25,5.8,13.0
2.0,0.0,H,2.0,0.0,H,1.06,17.0,34.0,1.05,13.0,46.0
2.0,0.0,H,0.0,0.0,D,1.45,5.0,7.5,1.44,4.6,7.0
1.0,3.0,A,1.0,1.0,D,9.0,5.0,1.4,8.5,4.8,1.36
1.0,3.0,A,1.0,2.0,A,2.1,3.6,3.75,2.05,3.5,3.6
1.0,4.0,A,0.0,1.0,A,5.0,4.0,1.72,5.25,3.7,1.7
0.0,1.0,A,0.0,0.0,D,2.6,3.25,3.0,2.5,3.2,3.0
1.0,0.0,H,1.0,0.0,H,3.0,3.75,2.35,3.0,3.5,2.3
2.0,0.0,H,1.0,0.0,H,1.33,5.75,9.5,1.3,5.5,10.0
0.0,1.0,A,0.0,1.0,A,1.66,4.0,5.75,1.63,3.75,5.8
0.0,5.0,A,0.0,1.0,A,2.3,3.4,3.4,2.25,3.3,3.3
2.0,0.0,H,1.0,0.0,H,1.9,3.6,4.5,1.88,3.5,4.33
2.0,0.0,H,0.0,0.0,D,5.0,4.0,1.75,4.75,3.8,1.73
2.0,1.0,H,1.0,0.0,H,1.4,5.25,8.5,1.38,5.0,8.0
3.0,1.0,H,2.0,1.0,H,2.6,3.25,3.0,2.6,3.1,2.9
4.0,0.0,H,2.0,0.0,H,1.22,7.0,15.0,1.2,6.5,15.0
1.0,3.0,A,0.0,1.0,A,11.0,6.0,1.3,11.0,5.25,1.3
2.0,0.0,H,0.0,0.0,D,1.66,4.2,5.25,1.63,4.0,5.25
0.0,1.0,A,0.0,1.0,A,3.2,3.75,2.25,3.1,3.7,2.2
0.0,2.0,A,0.0,1.0,A,2.0,3.3,4.5,2.0,3.2,4.33
0.0,1.0,A,0.0,0.0,D,1.65,4.4,5.25,1.65,4.2,5.0
1.0,2.0,A,0.0,1.0,A,4.4,3.9,1.85,4.4,3.6,1.83
1.0,0.0,H,1.0,0.0,H,1.3,6.0,11.0,1.27,6.0,11.0
3.0,1.0,H,2.0,0.0,H,2.55,3.2,3.1,2.5,3.1,3.1
2.0,2.0,D,1.0,0.0,H,3.3,3.5,2.3,3.1,3.4,2.3
0.0,0.0,D,0.0,0.0,D,1.75,3.5,6.0,1.75,3.4,5.5
2.0,3.0,A,0.0,1.0,A,1.53,4.6,6.5,1.52,4.33,6.5
0.0,2.0,A,0.0,0.0,D,17.0,7.5,1.2,15.0,6.5,1.2
4.0,0.0,H,2.0,0.0,H,3.25,3.5,2.3,3.2,3.4,2.25
2.0,2.0,D,2.0,2.0,D,1.25,6.25,15.0,1.25,5.8,13.0
1.0,0.0,H,0.0,0.0,D,1.28,6.0,13.0,1.27,5.5,12.0
1.0,1.0,D,0.0,1.0,A,2.25,3.5,3.4,2.25,3.4,3.2
0.0,2.0,A,0.0,0.0,D,7.5,5.0,1.44,7.0,4.75,1.44
3.0,1.0,H,3.0,0.0,H,2.9,3.5,2.55,2.88,3.4,2.45
5.0,0.0,H,3.0,0.0,H,1.07,15.0,41.0,1.05,13.0,41.0
1.0,1.0,D,0.0,1.0,A,2.3,3.2,3.6,2.25,3.1,3.5
0.0,0.0,D,0.0,0.0,D,2.62,3.5,2.8,2.55,3.3,2.8
1.0,0.0,H,0.0,0.0,D,2.4,3.6,3.0,2.3,3.6,3.0
3.0,3.0,D,1.0,2.0,A,1.9,3.9,4.1,1.85,3.7,4.2
0.0,1.0,A,0.0,0.0,D,1.4,5.5,7.5,1.42,5.0,7.0
1.0,2.0,A,0.0,1.0,A,2.62,3.3,2.9,2.6,3.2,2.8
0.0,1.0,A,0.0,0.0,D,23.0,9.0,1.14,21.0,8.5,1.12
3.0,0.0,H,0.0,0.0,D,2.75,3.6,2.6,2.62,3.6,2.55
1.0,1.0,D,1.0,1.0,D,2.7,3.5,2.7,2.62,3.4,2.7
2.0,0.0,H,2.0,0.0,H,1.66,4.0,5.75,1.7,3.9,5.5
1.0,0.0,H,0.0,0.0,D,4.0,4.0,1.9,4.0,3.7,1.88
2.0,3.0,A,1.0,2.0,A,2.6,3.75,2.7,2.55,3.6,2.62
2.0,3.0,A,1.0,2.0,A,9.5,5.25,1.36,10.0,5.0,1.33
3.0,0.0,H,1.0,0.0,H,2.3,3.75,3.1,2.3,3.6,3.0
1.0,0.0,H,0.0,0.0,D,1.53,4.2,7.5,1.53,4.0,7.0
1.0,1.0,D,1.0,0.0,H,1.4,5.0,9.0,1.4,4.6,8.5
3.0,0.0,H,0.0,0.0,D,1.4,5.25,8.0,1.38,4.8,8.5
1.0,1.0,D,0.0,1.0,A,11.0,6.0,1.3,11.0,5.25,1.3
1.0,0.0,H,0.0,0.0,D,1.12,8.5,17.0,1.15,8.0,17.0
1.0,4.0,A,1.0,2.0,A,19.0,8.5,1.16,19.0,8.0,1.14
1.0,3.0,A,0.0,0.0,D,3.25,3.8,2.2,3.1,3.7,2.2
5.0,3.0,H,3.0,1.0,H,1.9,4.2,3.8,1.83,4.0,3.9
0.0,4.0,A,0.0,2.0,A,2.5,3.6,2.9,2.5,3.5,2.75
0.0,0.0,D,0.0,0.0,D,2.4,3.75,2.9,2.38,3.6,2.88
2.0,0.0,H,1.0,0.0,H,1.3,6.0,11.0,1.29,5.5,11.0
0.0,2.0,A,0.0,1.0,A,1.28,6.5,11.0,1.25,6.5,10.0
1.0,1.0,D,1.0,0.0,H,1.44,4.75,8.5,1.4,4.75,8.0
2.0,2.0,D,1.0,0.0,H,2.2,3.5,3.5,2.1,3.5,3.5
1.0,4.0,A,0.0,2.0,A,2.25,3.75,3.2,2.2,3.7,3.1
4.0,1.0,H,4.0,0.0,H,1.14,10.0,19.0,1.12,8.5,21.0
0.0,5.0,A,0.0,1.0,A,12.0,6.5,1.22,13.0,6.0,1.24
1.0,1.0,D,0.0,0.0,D,1.95,3.6,3.6,2.0,3.5,3.8
3.0,0.0,H,0.0,0.0,D,2.62,3.2,2.75,2.7,3.2,2.75
0.0,0.0,D,0.0,0.0,D,3.0,3.25,2.37,3.1,3.3,2.35
0.0,3.0,A,0.0,1.0,A,1.9,3.4,4.0,1.95,3.4,4.2
3.0,1.0,H,0.0,1.0,A,1.3,5.25,10.0,1.29,5.5,10.0
0.0,0.0,D,0.0,0.0,D,2.2,3.2,3.4,2.2,3.25,3.5
0.0,1.0,A,0.0,0.0,D,4.5,3.75,1.72,4.5,3.75,1.78
4.0,0.0,H,1.0,0.0,H,2.1,3.3,3.5,2.15,3.3,3.5
2.0,1.0,H,1.0,1.0,D,1.3,5.5,10.0,1.32,5.25,10.0
1.0,2.0,A,0.0,2.0,A,2.3,3.4,3.1,2.25,3.5,3.1
1.0,1.0,D,0.0,0.0,D,2.55,3.25,2.87,2.5,3.3,2.88
1.0,0.0,H,1.0,0.0,H,1.72,3.8,4.75,1.73,3.8,4.8
3.0,1.0,H,1.0,0.0,H,2.25,3.3,3.3,2.15,3.4,3.4
1.0,2.0,A,0.0,1.0,A,6.5,4.75,1.44,7.0,4.6,1.44
2.0,2.0,D,2.0,1.0,H,1.36,5.25,8.0,1.35,5.25,8.5
1.0,0.0,H,0.0,0.0,D,2.55,3.1,2.9,2.55,3.2,2.9
1.0,1.0,D,1.0,0.0,H,1.7,3.75,5.0,1.7,3.7,5.25
1.0,1.0,D,0.0,1.0,A,3.3,3.3,2.25,3.3,3.25,2.3
2.0,0.0,H,1.0,0.0,H,3.25,3.5,2.15,3.1,3.5,2.25
2.0,3.0,A,2.0,2.0,D,4.33,3.75,1.8,4.2,3.9,1.8
0.0,2.0,A,0.0,0.0,D,2.4,3.3,3.0,2.4,3.2,3.1
1.0,2.0,A,0.0,1.0,A,1.33,5.25,9.0,1.33,5.0,10.0
1.0,2.0,A,0.0,1.0,A,3.3,3.3,2.25,3.5,3.2,2.2
1.0,3.0,A,1.0,1.0,D,2.05,3.5,3.5,2.1,3.5,3.5
3.0,1.0,H,1.0,0.0,H,1.5,4.6,6.0,1.47,4.75,6.5
1.0,3.0,A,1.0,2.0,A,15.0,7.5,1.16,15.0,7.5,1.18
0.0,1.0,A,0.0,1.0,A,1.2,6.5,14.0,1.24,6.0,13.0
1.0,1.0,D,0.0,1.0,A,1.85,3.4,4.5,1.83,3.4,4.8
1.0,1.0,D,0.0,1.0,A,3.8,3.3,2.05,3.75,3.3,2.1
2.0,2.0,D,2.0,0.0,H,1.36,4.75,9.0,1.35,4.8,9.0
1.0,0.0,H,0.0,0.0,D,2.15,3.3,3.5,2.2,3.3,3.4
3.0,1.0,H,2.0,1.0,H,1.7,4.0,4.75,1.7,3.9,4.8
4.0,0.0,H,2.0,0.0,H,1.08,10.0,26.0,1.07,11.0,34.0
1.0,1.0,D,1.0,1.0,D,2.5,3.25,2.87,2.62,3.2,2.8
2.0,0.0,H,1.0,0.0,H,1.85,3.9,3.9,1.88,3.8,3.9
0.0,3.0,A,0.0,2.0,A,9.5,5.5,1.3,10.0,5.25,1.32
3.0,2.0,H,2.0,1.0,H,2.2,3.25,3.5,2.15,3.25,3.6
2.0,2.0,D,1.0,2.0,A,2.37,3.6,2.8,2.35,3.6,2.9
3.0,1.0,H,2.0,1.0,H,1.14,8.5,17.0,1.14,8.0,21.0
1.0,1.0,D,0.0,0.0,D,2.15,3.3,3.5,2.15,3.3,3.6
1.0,0.0,H,1.0,0.0,H,1.95,3.5,4.0,1.95,3.5,4.0
0.0,1.0,A,0.0,0.0,D,2.45,3.2,3.0,2.45,3.25,3.0
4.0,0.0,H,4.0,0.0,H,1.36,5.25,8.0,1.38,4.8,8.5
2.0,5.0,A,0.0,3.0,A,2.9,3.3,2.5,3.0,3.3,2.4
3.0,2.0,H,2.0,1.0,H,15.0,9.0,1.14,17.0,8.5,1.14
3.0,1.0,H,1.0,1.0,D,2.9,3.5,2.4,3.0,3.4,2.35
2.0,2.0,D,0.0,2.0,A,3.6,3.6,2.0,3.6,3.7,2.0
0.0,0.0,D,0.0,0.0,D,2.62,3.5,2.6,2.6,3.5,2.62
1.0,3.0,A,0.0,2.0,A,2.05,3.6,3.5,2.1,3.5,3.5
2.0,1.0,H,0.0,1.0,A,2.87,3.5,2.37,2.8,3.5,2.45
2.0,0.0,H,2.0,0.0,H,2.0,3.8,3.5,1.95,3.7,3.7
0.0,2.0,A,0.0,1.0,A,1.61,3.75,6.0,1.65,3.7,5.8
8.0,0.0,H,5.0,0.0,H,1.1,11.0,21.0,1.1,11.0,21.0
0.0,0.0,D,0.0,0.0,D,2.5,3.2,3.0,2.45,3.2,3.0
1.0,1.0,D,0.0,0.0,D,2.62,3.1,2.87,2.62,3.1,2.88
2.0,0.0,H,1.0,0.0,H,3.1,3.6,2.2,3.2,3.6,2.2
3.0,2.0,H,0.0,1.0,A,1.4,4.75,8.0,1.4,4.75,8.0
1.0,2.0,A,0.0,2.0,A,3.5,3.75,2.0,3.6,3.7,2.0
0.0,1.0,A,0.0,0.0,D,9.0,5.25,1.33,9.0,5.0,1.35
2.0,2.0,D,1.0,0.0,H,2.3,3.4,3.1,2.35,3.3,3.1
2.0,2.0,D,1.0,1.0,D,2.5,3.5,2.75,2.45,3.5,2.8
2.0,0.0,H,0.0,0.0,D,1.4,4.75,8.0,1.42,4.5,8.0
2.0,0.0,H,1.0,0.0,H,1.9,3.75,3.75,1.91,3.7,3.9
2.0,1.0,H,2.0,1.0,H,1.4,4.75,8.0,1.42,4.5,8.0
2.0,0.0,H,1.0,0.0,H,1.85,3.4,4.5,1.85,3.5,4.5
1.0,3.0,A,1.0,1.0,D,10.0,5.5,1.3,10.0,5.8,1.29
5.0,0.0,H,1.0,0.0,H,1.5,4.0,7.5,1.5,4.0,7.5
1.0,1.0,D,1.0,0.0,H,2.37,3.5,2.9,2.35,3.5,3.0
3.0,0.0,H,2.0,0.0,H,3.9,3.6,1.9,3.9,3.6,1.95
1.0,0.0,H,0.0,0.0,D,2.87,3.3,2.5,2.9,3.25,2.5
2.0,1.0,H,1.0,0.0,H,1.44,4.75,7.0,1.44,4.6,7.5
1.0,5.0,A,0.0,2.0,A,2.37,3.6,2.8,2.4,3.6,2.8
0.0,0.0,D,0.0,0.0,D,2.05,3.4,3.6,2.1,3.4,3.6
1.0,2.0,A,0.0,0.0,D,1.95,3.6,3.8,1.95,3.6,3.8
1.0,0.0,H,1.0,0.0,H,1.44,4.75,7.0,1.44,4.8,7.0
0.0,2.0,A,0.0,0.0,D,1.12,9.0,21.0,1.11,9.0,26.0
1.0,4.0,A,1.0,3.0,A,4.0,3.8,1.85,4.0,3.8,1.85
1.0,0.0,H,0.0,0.0,D,4.5,3.5,1.85,4.4,3.4,1.88
2.0,0.0,H,1.0,0.0,H,1.95,3.75,3.75,1.95,3.6,3.8
2.0,1.0,H,1.0,1.0,D,2.35,3.4,3.0,2.35,3.4,3.0
0.0,0.0,D,0.0,0.0,D,1.72,4.2,4.2,1.73,4.2,4.33
1.0,0.0,H,0.0,0.0,D,1.3,5.5,10.0,1.29,5.5,11.0
2.0,1.0,H,1.0,1.0,D,1.57,4.0,6.0,1.55,4.0,6.5
1.0,1.0,D,0.0,1.0,A,1.4,5.0,7.5,1.4,4.8,8.0
1.0,1.0,D,0.0,0.0,D,1.8,3.6,4.5,1.83,3.5,4.5
0.0,2.0,A,0.0,2.0,A,12.0,7.0,1.22,13.0,6.5,1.22
1.0,1.0,D,1.0,0.0,H,5.25,3.8,1.65,5.25,4.0,1.63
1.0,0.0,H,1.0,0.0,H,3.9,3.75,1.9,3.8,3.75,1.91
0.0,9.0,A,0.0,5.0,A,3.1,3.4,2.3,3.2,3.3,2.3
3.0,0.0,H,0.0,0.0,D,1.08,11.0,26.0,1.07,12.0,29.0
3.0,2.0,H,1.0,1.0,D,2.9,3.25,2.5,2.8,3.3,2.55
0.0,0.0,D,0.0,0.0,D,2.15,3.6,3.25,2.15,3.5,3.3
1.0,1.0,D,1.0,0.0,H,2.1,3.5,3.5,2.1,3.4,3.6
2.0,4.0,A,0.0,2.0,A,4.5,4.0,1.72,4.6,4.0,1.73
1.0,1.0,D,1.0,0.0,H,3.0,3.1,2.55,3.0,3.1,2.55
2.0,2.0,D,2.0,1.0,H,1.45,4.75,6.5,1.47,4.6,6.5
2.0,1.0,H,0.0,1.0,A,1.5,4.33,6.5,1.52,4.4,6.0
1.0,3.0,A,0.0,2.0,A,4.33,4.0,1.75,4.33,3.9,1.78
1.0,0.0,H,1.0,0.0,H,3.25,3.6,2.15,3.3,3.5,2.15
1.0,1.0,D,1.0,0.0,H,1.75,3.75,4.75,1.75,3.7,4.75
1.0,2.0,A,1.0,0.0,H,9.0,5.0,1.33,8.5,5.25,1.35
2.0,0.0,H,0.0,0.0,D,1.72,4.2,4.33,1.65,4.2,4.75
2.0,1.0,H,0.0,1.0,A,1.07,13.0,23.0,1.06,12.0,36.0
3.0,0.0,H,3.0,0.0,H,2.25,3.2,3.4,2.25,3.2,3.4
2.0,3.0,A,0.0,2.0,A,1.75,3.8,4.5,1.78,3.75,4.5
1.0,2.0,A,0.0,1.0,A,5.0,4.33,1.61,5.0,4.2,1.63
0.0,2.0,A,0.0,0.0,D,3.5,3.4,2.1,3.4,3.4,2.15
1.0,1.0,D,0.0,0.0,D,2.7,3.4,2.6,2.7,3.5,2.55
0.0,2.0,A,0.0,1.0,A,2.7,3.5,2.55,2.62,3.5,2.6
2.0,0.0,H,0.0,0.0,D,1.33,5.0,10.0,1.32,5.25,9.5
3.0,0.0,H,2.0,0.0,H,2.25,3.5,3.1,2.25,3.5,3.1
2.0,1.0,H,1.0,1.0,D,2.55,3.25,2.8,2.6,3.2,2.8
1.0,2.0,A,0.0,1.0,A,2.9,3.3,2.45,2.9,3.4,2.45
1.0,1.0,D,0.0,0.0,D,1.57,4.0,6.0,1.55,4.2,6.0
2.0,0.0,H,0.0,0.0,D,2.0,3.75,3.5,1.95,3.7,3.7
3.0,1.0,H,2.0,0.0,H,1.6,3.75,6.5,1.67,3.6,5.8
2.0,1.0,H,1.0,0.0,H,1.9,3.5,4.2,1.88,3.6,4.2
3.0,1.0,H,2.0,0.0,H,2.5,3.6,2.62,2.55,3.6,2.62
2.0,3.0,A,0.0,2.0,A,4.2,4.33,1.7,4.2,4.2,1.75
2.0,2.0,D,1.0,1.0,D,1.45,4.75,6.5,1.44,4.75,7.0
1.0,2.0,A,0.0,2.0,A,2.75,3.3,2.6,2.8,3.3,2.55
0.0,2.0,A,0.0,0.0,D,3.75,3.5,2.0,3.7,3.4,2.05
1.0,2.0,A,0.0,0.0,D,7.5,4.75,1.4,8.0,4.6,1.42
0.0,2.0,A,0.0,0.0,D,1.36,5.1,8.0,1.38,4.8,8.5
0.0,3.0,A,0.0,0.0,D,2.3,3.4,3.1,2.35,3.3,3.1
2.0,1.0,H,2.0,1.0,H,1.44,5.0,6.5,1.42,5.0,7.0
3.0,3.0,D,1.0,0.0,H,3.5,3.4,2.1,3.6,3.25,2.15
2.0,0.0,H,2.0,0.0,H,2.05,3.4,3.7,2.1,3.5,3.5
2.0,2.0,D,1.0,1.0,D,13.0,8.0,1.16,15.0,7.5,1.18
0.0,2.0,A,0.0,1.0,A,2.25,3.25,3.3,2.3,3.2,3.3
0.0,1.0,A,0.0,0.0,D,1.28,6.0,9.0,1.29,5.8,10.0
2.0,1.0,H,2.0,0.0,H,1.18,7.0,15.0,1.2,6.5,15.0
3.0,2.0,H,1.0,0.0,H,1.36,5.5,7.5,1.36,5.25,8.0
2.0,1.0,H,0.0,1.0,A,2.1,3.4,3.5,2.1,3.5,3.5
2.0,2.0,D,2.0,1.0,H,4.0,4.33,1.75,4.2,4.2,1.75
1.0,1.0,D,0.0,1.0,A,1.9,3.5,4.2,1.91,3.4,4.33
2.0,1.0,H,0.0,1.0,A,1.61,4.0,5.25,1.63,4.0,5.25
2.0,2.0,D,1.0,1.0,D,1.45,4.5,7.0,1.47,4.2,7.5
1.0,0.0,H,0.0,0.0,D,2.2,3.4,3.25,2.25,3.4,3.25
1.0,4.0,A,0.0,1.0,A,11.0,7.0,1.22,12.0,6.5,1.24
2.0,1.0,H,1.0,1.0,D,1.28,5.75,10.0,1.27,5.8,11.0
2.0,0.0,H,0.0,0.0,D,1.33,5.5,8.0,1.33,5.0,10.0
2.0,1.0,H,1.0,1.0,D,2.75,3.4,2.55,2.7,3.4,2.6
2.0,1.0,H,2.0,0.0,H,1.72,4.0,4.2,1.75,4.0,4.4
2.0,0.0,H,1.0,0.0,H,1.75,3.7,4.75,1.75,3.7,4.8
5.0,2.0,H,4.0,2.0,H,1.36,5.0,8.5,1.36,5.0,8.5
0.0,2.0,A,0.0,1.0,A,1.83,3.4,4.6,1.85,3.4,4.6
1.0,2.0,A,0.0,1.0,A,1.57,4.33,5.5,1.57,4.2,5.8
3.0,1.0,H,1.0,0.0,H,3.5,3.75,2.0,3.5,3.75,2.0
0.0,3.0,A,0.0,2.0,A,7.0,5.25,1.4,7.5,5.0,1.4
5.0,0.0,H,3.0,0.0,H,1.4,4.75,8.0,1.38,4.75,8.5
0.0,0.0,D,0.0,0.0,D,2.37,3.3,3.1,2.35,3.3,3.1
1.0,2.0,A,0.0,2.0,A,1.3,5.5,10.0,1.29,5.5,11.0
1.0,4.0,A,1.0,2.0,A,4.33,3.8,1.8,4.2,3.9,1.8
2.0,1.0,H,0.0,0.0,D,2.5,3.2,2.9,2.6,3.2,2.8
1.0,2.0,A,1.0,0.0,H,2.9,3.5,2.37,2.9,3.5,2.38
2.0,2.0,D,2.0,2.0,D,2.62,3.1,2.87,2.7,3.1,2.8
1.0,3.0,A,1.0,0.0,H,3.3,4.0,2.0,3.4,4.2,1.95
2.0,0.0,H,1.0,0.0,H,1.16,7.5,17.0,1.15,7.5,19.0
1.0,0.0,H,0.0,0.0,D,1.95,3.4,4.0,1.95,3.5,4.0
0.0,1.0,A,0.0,0.0,D,1.25,6.0,12.0,1.24,6.5,12.0
1.0,1.0,D,1.0,1.0,D,1.22,6.5,13.0,1.2,6.5,15.0
2.0,0.0,H,0.0,0.0,D,1.85,3.75,4.2,1.85,3.7,4.2
0.0,1.0,A,0.0,1.0,A,1.9,3.8,3.8,1.91,3.8,3.75
1.0,1.0,D,0.0,1.0,A,1.8,3.7,4.5,1.78,3.6,4.8
1.0,2.0,A,0.0,1.0,A,3.25,3.4,2.25,3.2,3.4,2.25
0.0,3.0,A,0.0,3.0,A,6.0,5.25,1.44,6.0,5.25,1.44
1.0,1.0,D,0.0,0.0,D,2.55,3.25,2.87,2.5,3.25,2.9
0.0,0.0,D,0.0,0.0,D,2.3,3.8,2.87,2.3,3.7,2.9
1.0,3.0,A,0.0,2.0,A,2.4,3.6,2.8,2.45,3.5,2.8
0.0,1.0,A,0.0,0.0,D,2.4,3.4,2.9,2.45,3.4,2.9
0.0,1.0,A,0.0,1.0,A,2.2,3.25,3.5,2.2,3.2,3.5
1.0,0.0,H,0.0,0.0,D,2.37,3.1,3.25,2.45,3.0,3.25
1.0,2.0,A,1.0,0.0,H,3.75,3.8,1.9,3.7,3.7,1.95
3.0,1.0,H,2.0,1.0,H,1.36,5.25,7.5,1.36,5.25,8.0
2.0,0.0,H,0.0,0.0,D,4.33,4.0,1.75,4.4,3.8,1.78
0.0,2.0,A,0.0,2.0,A,2.37,3.75,2.75,2.35,3.6,2.88
2.0,1.0,H,0.0,1.0,A,1.53,4.33,6.0,1.55,4.33,5.8
1.0,0.0,H,0.0,0.0,D,2.1,3.75,3.3,2.1,3.7,3.25
1.0,1.0,D,1.0,0.0,H,3.5,3.9,1.95,3.5,3.8,2.0
0.0,2.0,A,0.0,1.0,A,1.33,5.25,9.0,1.35,5.0,9.0
2.0,1.0,H,0.0,0.0,D,2.3,3.4,3.1,2.3,3.4,3.1
1.0,0.0,H,0.0,0.0,D,1.7,3.75,5.0,1.7,3.7,5.25
1.0,1.0,D,1.0,1.0,D,1.83,3.6,4.33,1.85,3.5,4.4
4.0,1.0,H,3.0,1.0,H,1.33,5.25,9.0,1.33,5.25,9.5
0.0,4.0,A,0.0,1.0,A,3.4,3.75,2.05,3.4,3.6,2.1
3.0,2.0,H,0.0,1.0,A,8.5,5.0,1.36,8.0,5.0,1.38
2.0,0.0,H,1.0,0.0,H,1.75,3.9,4.33,1.78,3.8,4.4
1.0,2.0,A,0.0,1.0,A,3.6,3.4,2.05,3.5,3.3,2.15
1.0,1.0,D,0.0,0.0,D,1.95,3.6,3.8,1.95,3.5,4.0
3.0,0.0,H,1.0,0.0,H,1.95,3.8,3.6,2.0,3.75,3.6
2.0,2.0,D,1.0,0.0,H,5.0,4.0,1.66,5.0,4.0,1.67
1.0,2.0,A,1.0,1.0,D,4.0,3.9,1.83,4.0,3.8,1.85
0.0,2.0,A,0.0,1.0,A,4.33,3.75,1.8,4.33,3.6,1.83
1.0,2.0,A,1.0,0.0,H,2.87,3.75,2.3,2.8,3.7,2.35
1.0,0.0,H,1.0,0.0,H,1.25,5.75,12.0,1.27,5.8,11.0
2.0,0.0,H,0.0,0.0,D,1.16,7.5,16.0,1.18,7.5,15.0
1.0,1.0,D,0.0,1.0,A,3.6,3.6,1.95,3.7,3.6,2.0
1.0,2.0,A,0.0,2.0,A,1.75,3.8,4.33,1.78,3.8,4.4
0.0,3.0,A,0.0,2.0,A,5.0,3.8,1.66,5.25,3.9,1.65
1.0,0.0,H,1.0,0.0,H,3.3,3.5,2.1,3.3,3.5,2.15
2.0,1.0,H,1.0,0.0,H,3.0,3.4,2.3,3.2,3.3,2.3
2.0,1.0,H,0.0,0.0,D,1.25,6.5,10.0,1.27,6.0,11.0
1.0,1.0,D,1.0,0.0,H,2.5,3.4,2.75,2.55,3.4,2.75
4.0,0.0,H,3.0,0.0,H,1.9,3.75,3.8,1.91,3.8,3.75
2.0,0.0,H,2.0,0.0,H,2.55,3.6,2.62,2.55,3.6,2.6
2.0,0.0,H,1.0,0.0,H,1.2,6.5,13.0,1.22,6.0,15.0
1.0,0.0,H,0.0,0.0,D,1.95,3.4,4.0,2.0,3.4,3.9
1.0,1.0,D,0.0,1.0,A,4.1,3.9,1.8,4.33,3.8,1.8
3.0,0.0,H,2.0,0.0,H,1.28,5.5,11.0,1.29,5.5,11.0
1.0,0.0,H,1.0,0.0,H,1.85,3.8,4.0,1.75,3.5,4.2
1.0,2.0,A,1.0,1.0,D,1.6,4.0,5.5,1.63,3.9,5.5
4.0,0.0,H,1.0,0.0,H,1.33,5.25,8.5,1.35,5.0,9.0
1.0,1.0,D,1.0,1.0,D,1.44,4.5,7.5,1.44,4.2,8.5
0.0,1.0,A,0.0,1.0,A,4.5,4.33,1.66,4.6,4.2,1.7
0.0,3.0,A,0.0,1.0,A,2.6,3.3,2.7,2.62,3.3,2.7
1.0,6.0,A,0.0,4.0,A,13.0,8.5,1.16,15.0,8.0,1.17
0.0,0.0,D,0.0,0.0,D,3.25,3.5,2.2,3.1,3.5,2.25
1.0,1.0,D,1.0,0.0,H,1.83,3.6,4.33,1.83,3.6,4.4
1.0,1.0,D,1.0,0.0,H,1.66,4.0,5.0,1.63,4.2,5.0
2.0,2.0,D,0.0,1.0,A,1.1,11.0,19.0,1.08,11.0,29.0
1.0,0.0,H,1.0,0.0,H,2.2,3.5,3.25,2.2,3.5,3.2
2.0,3.0,A,2.0,0.0,H,2.4,3.4,3.0,2.38,3.3,3.1
1.0,1.0,D,1.0,1.0,D,2.9,3.5,2.37,3.0,3.4,2.38
1.0,0.0,H,0.0,0.0,D,6.0,4.5,1.5,6.0,4.5,1.52
2.0,1.0,H,0.0,1.0,A,4.33,3.75,1.83,4.2,3.7,1.85
2.0,0.0,H,1.0,0.0,H,1.36,5.25,8.0,1.35,5.0,9.0
2.0,1.0,H,0.0,1.0,A,2.8,3.5,2.45,2.8,3.4,2.5
3.0,1.0,H,2.0,0.0,H,2.87,3.4,2.45,2.9,3.3,2.5
