FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
1,2,A,0,1,A,3.75,3.3,2.0,3.5,3.2,2.05,3.3,3.2,2.0,3.5,3.2,1.9,3.5,3.1,2.05,3.3,3.25,1.95
1,0,H,1,0,H,1.9,3.4,4.0,1.85,3.25,4.2,1.8,3.2,4.0,1.66,3.3,4.5,1.8,3.2,4.3,1.73,3.2,4.33
1,2,A,1,2,A,1.61,3.75,5.5,1.6,3.5,5.5,1.6,3.5,5.0,1.57,3.25,5.5,1.6,3.4,5.5,1.53,3.5,5.5
0,0,D,0,0,D,2.4,3.4,2.8,2.5,3.1,2.75,2.5,3.1,2.6,2.5,3.2,2.5,2.5,3.1,2.65,2.4,3.1,2.6
2,1,H,0,1,A,2.87,3.4,2.37,2.85,3.1,2.4,2.7,3.1,2.4,2.6,3.2,2.37,2.75,3.2,2.35,2.75,3.2,2.25
3,2,H,0,1,A,2.3,3.25,3.1,2.2,3.1,3.2,2.3,3.0,2.9,2.2,3.2,2.8,2.3,3.1,2.9,2.2,3.1,2.88
1,1,D,1,0,H,2.25,3.25,3.2,2.25,3.1,3.1,2.2,3.1,3.0,2.25,3.2,2.75,2.2,3.1,3.1,2.1,3.2,3.0
0,0,D,0,0,D,1.83,3.5,4.33,1.85,3.25,4.2,1.8,3.2,4.0,1.72,3.2,4.33,1.85,3.1,4.2,1.83,3.2,3.75
5,0,H,3,0,H,1.7,3.5,5.25,1.75,3.4,4.6,1.65,3.4,4.7,1.72,3.2,4.33,1.7,3.3,4.75,1.67,3.3,4.5
1,1,D,1,0,H,1.75,3.4,5.25,1.7,3.4,5.25,1.6,3.5,5.0,1.61,3.5,4.5,1.65,3.4,5.0,1.7,3.3,4.33
1,2,A,1,0,H,2.5,3.25,2.8,2.55,3.1,2.75,2.45,3.1,2.65,2.37,3.0,2.75,2.5,3.1,2.65,2.5,3.1,2.5
5,1,H,2,1,H,1.12,8.0,21.0,1.14,7.0,18.0,1.12,6.0,16.0,1.12,6.0,15.0,1.12,6.5,17.0,1.11,6.0,17.0
2,0,H,2,0,H,2.4,3.3,2.87,2.55,3.1,2.75,2.4,3.1,2.7,2.25,3.2,2.75,2.5,3.1,2.65,2.4,3.1,2.6
1,1,D,0,0,D,2.0,3.3,3.75,2.05,3.2,3.6,2.0,3.1,3.4,1.9,3.2,3.5,2.0,3.2,3.5,2.0,3.0,3.4
0,1,A,0,1,A,2.37,3.25,3.0,2.35,3.1,3.0,2.3,3.1,2.8,2.25,3.2,2.75,2.3,3.1,2.9,2.3,3.1,2.75
3,1,H,2,1,H,2.4,3.1,3.1,2.4,3.1,3.0,2.4,3.1,2.7,2.25,3.2,2.75,2.5,3.1,2.65,2.38,3.1,2.62
0,1,A,0,0,D,1.33,4.5,11.0,1.35,4.5,9.0,1.27,4.4,10.0,1.3,4.0,9.0,1.3,4.6,8.5,1.33,4.0,8.0
1,0,H,0,0,D,2.1,3.25,3.5,2.1,3.1,3.6,2.1,3.1,3.2,2.2,3.0,3.0,2.1,3.1,3.3,2.1,3.1,3.1
4,2,H,2,1,H,3.75,3.4,2.0,3.4,3.4,1.95,3.4,3.1,2.0,3.5,3.2,1.91,3.5,3.3,1.95,3.5,3.2,1.91
2,0,H,1,0,H,2.4,3.3,2.87,2.38,3.2,2.8,2.4,3.1,2.7,2.38,3.2,2.6,2.3,3.2,2.8,2.38,3.1,2.62
2,1,H,1,1,D,2.9,3.4,2.35,3.0,3.2,2.25,2.75,3.1,2.35,2.8,3.2,2.2,2.85,3.1,2.35,2.88,3.1,2.2
2,3,A,1,1,D,4.33,3.4,1.83,4.33,3.3,1.8,4.0,3.2,1.8,4.0,3.2,1.8,3.75,3.25,1.9,3.8,3.25,1.8
1,1,D,0,0,D,2.2,3.25,3.25,2.05,3.2,3.4,2.0,3.1,3.4,2.0,3.0,3.5,2.05,3.2,3.3,2.15,3.0,3.1
4,0,H,2,0,H,1.83,3.4,4.5,1.8,3.3,4.33,1.8,3.1,4.2,1.62,3.5,4.5,1.75,3.25,4.5,1.7,3.3,4.33
3,3,D,2,1,H,2.05,3.4,3.5,2.1,3.2,3.3,2.0,3.1,3.4,1.91,3.2,3.5,2.0,3.1,3.6,2.0,3.0,3.4
2,1,H,1,0,H,3.2,3.3,2.2,3.0,3.2,2.25,2.8,3.1,2.3,2.75,3.2,2.25,2.9,3.2,2.25,2.8,3.2,2.2
0,1,A,0,0,D,2.3,3.25,3.1,2.35,3.1,2.9,2.3,3.0,2.9,2.2,3.2,2.8,2.3,3.1,2.9,2.3,3.1,2.75
0,0,D,0,0,D,1.7,3.6,5.0,1.65,3.5,5.0,1.6,3.5,5.0,1.57,3.5,5.0,1.6,3.5,5.25,1.6,3.4,4.8
2,1,H,1,1,D,1.5,3.75,7.5,1.48,3.75,7.0,1.4,3.8,7.0,1.44,3.6,6.5,1.5,3.75,6.0,1.5,3.4,6.0
2,1,H,1,1,D,2.6,3.25,2.65,2.55,3.15,2.65,2.45,3.1,2.65,2.5,3.2,2.5,2.5,3.2,2.6,2.6,3.1,2.4
2,0,H,1,0,H,2.1,3.3,3.5,2.1,3.2,3.4,2.0,3.1,3.4,1.91,3.2,3.5,2.0,3.2,3.5,2.0,3.0,3.4
1,2,A,0,1,A,1.5,4.2,6.0,1.45,3.85,7.5,1.4,3.8,7.0,1.44,3.6,6.5,1.45,3.75,7.0,1.4,3.75,7.0
7,1,H,5,1,H,2.0,3.3,3.75,1.95,3.25,3.85,1.9,3.1,3.8,1.83,3.2,3.75,1.9,3.25,3.75,1.91,3.0,3.75
0,3,A,0,0,D,2.75,3.25,2.5,2.75,3.15,2.5,2.5,3.2,2.5,2.75,3.0,2.38,2.75,3.1,2.4,2.62,3.1,2.38
2,1,H,2,1,H,2.1,3.3,3.5,2.05,3.2,3.5,2.1,3.1,3.2,2.0,3.0,3.5,2.1,3.2,3.2,2.05,3.0,3.3
3,0,H,0,0,D,2.0,3.3,3.75,2.0,3.25,3.6,2.0,3.0,3.6,1.91,3.2,3.5,1.9,3.25,3.75,1.91,3.1,3.6
2,1,H,1,1,D,1.22,6.0,13.0,1.25,5.0,12.0,1.3,4.4,8.5,1.25,4.5,10.0,1.25,5.0,10.0,1.22,4.8,10.0
2,2,D,2,2,D,1.8,3.5,4.5,1.77,3.4,4.5,1.8,3.1,4.2,1.73,3.2,4.33,1.73,3.4,4.33,1.8,3.1,4.0
1,2,A,1,1,D,2.25,3.25,3.2,2.1,3.2,3.4,2.1,3.1,3.2,2.0,3.0,3.5,2.2,3.1,3.1,2.1,3.2,3.0
1,0,H,0,0,D,3.75,3.3,2.0,3.7,3.2,2.05,3.1,3.0,2.2,3.75,3.2,1.83,3.6,3.2,1.95,3.3,3.25,1.95
4,2,H,1,1,D,1.9,3.4,4.0,1.95,3.25,3.75,1.9,3.2,3.6,1.73,3.4,4.0,1.9,3.1,4.0,1.95,3.1,3.5
1,2,A,0,2,A,2.5,3.3,2.75,2.4,3.25,2.75,2.4,3.2,2.6,2.5,3.2,2.5,2.5,3.1,2.65,2.5,3.1,2.5
2,2,D,1,1,D,4.75,3.5,1.75,4.75,3.4,1.75,4.3,3.2,1.75,4.5,3.2,1.73,4.5,3.4,1.7,4.5,3.3,1.67
3,0,H,2,0,H,1.28,5.25,11.0,1.3,4.75,9.0,1.3,4.4,8.5,1.33,4.0,8.0,1.3,4.5,9.0,1.3,4.33,8.0
2,1,H,0,1,A,2.1,3.25,3.6,2.05,3.0,3.75,1.9,3.1,3.8,2.0,3.2,3.2,2.0,3.2,3.5,2.05,3.1,3.2
2,1,H,0,0,D,2.2,3.2,3.4,2.15,3.2,3.25,2.2,3.1,3.0,2.0,3.2,3.2,2.2,3.1,3.1,2.1,3.1,3.1
0,0,D,0,0,D,2.1,3.3,3.5,2.2,3.2,3.1,2.2,3.0,3.1,2.25,3.0,2.88,2.2,3.1,3.1,2.2,3.1,2.88
2,0,H,1,0,H,1.72,3.6,4.75,1.7,3.4,5.0,1.7,3.3,4.5,1.62,3.5,4.5,1.6,3.5,5.25,1.67,3.3,4.5
1,0,H,1,0,H,2.2,3.3,3.25,2.15,3.2,3.3,2.2,3.0,3.1,2.1,3.2,3.0,2.2,3.1,3.1,2.1,3.0,3.2
1,2,A,0,1,A,1.85,3.6,4.0,1.95,3.3,3.75,1.9,3.2,3.6,1.8,3.2,4.0,1.9,3.25,3.75,1.8,3.1,4.0
1,0,H,1,0,H,2.2,3.3,3.25,2.2,3.2,3.2,2.1,3.1,3.2,2.1,3.2,3.0,2.1,3.2,3.2,2.2,3.1,2.88
4,1,H,1,1,D,1.22,6.0,12.0,1.25,5.5,10.0,1.25,4.8,9.5,1.22,5.0,10.0,1.2,5.5,12.0,1.2,5.0,11.0
1,2,A,0,1,A,4.75,3.6,1.72,4.5,3.5,1.75,4.2,3.3,1.75,3.75,3.3,1.8,4.5,3.4,1.7,4.33,3.2,1.73
4,0,H,1,0,H,3.1,3.25,2.3,3.0,3.2,2.3,2.8,3.1,2.3,3.0,3.2,2.1,3.1,3.1,2.2,3.1,3.2,2.05
0,1,A,0,0,D,2.05,3.3,3.6,2.1,3.2,3.5,2.0,3.1,3.4,2.0,3.2,3.2,2.0,3.2,3.5,1.95,3.1,3.5
2,3,A,1,1,D,1.5,3.8,7.25,1.55,3.75,6.0,1.5,3.5,6.3,1.4,3.75,7.0,1.5,3.75,6.0,1.44,3.6,6.5
2,0,H,0,0,D,1.9,3.4,4.0,1.95,3.3,3.75,1.8,3.1,4.2,1.8,3.3,3.75,1.9,3.2,3.8,1.8,3.1,4.0
1,1,D,0,0,D,1.8,3.6,4.33,1.8,3.4,4.25,1.9,3.1,3.8,1.8,3.2,4.0,1.65,3.5,4.75,1.91,3.1,3.6
3,2,H,0,2,A,4.75,3.6,1.72,4.75,3.4,1.73,4.3,3.4,1.7,4.5,3.3,1.67,4.6,3.5,1.65,4.2,3.25,1.72
3,0,H,2,0,H,2.0,3.4,3.75,2.05,3.25,3.5,2.0,3.1,3.4,2.0,3.2,3.2,2.1,3.2,3.2,2.05,3.2,3.1
2,1,H,2,0,H,1.57,3.75,6.0,1.57,3.6,6.0,1.5,3.6,6.0,1.57,3.5,5.0,1.55,3.5,6.0,1.57,3.5,5.0
0,3,A,0,2,A,2.1,3.3,3.5,2.1,3.1,3.5,2.0,3.1,3.4,2.1,3.2,3.0,2.1,3.1,3.3,2.1,3.1,3.1
0,2,A,0,1,A,2.2,3.2,3.4,2.15,3.2,3.3,2.1,3.1,3.2,1.91,3.2,3.5,2.1,3.2,3.2,2.1,3.1,3.1
3,1,H,1,1,D,1.8,3.4,4.75,1.77,3.3,4.75,1.65,3.4,4.7,1.62,3.5,4.5,1.73,3.4,4.5,1.73,3.2,4.33
3,1,H,2,1,H,1.85,3.4,4.33,1.85,3.3,4.25,1.7,3.4,4.3,1.73,3.4,4.0,1.73,3.5,4.2,1.8,3.1,4.0
1,1,D,1,0,H,2.37,3.3,2.9,2.3,3.2,3.0,2.4,3.1,2.7,2.25,3.2,2.75,2.4,3.1,2.8,2.3,3.1,2.75
0,3,A,0,2,A,1.9,3.4,4.0,1.9,3.3,4.0,1.8,3.2,4.0,1.73,3.2,4.33,1.9,3.2,3.8,1.7,3.3,4.33
2,1,H,0,1,A,2.35,3.3,3.0,2.3,3.2,3.0,2.2,3.1,3.0,2.25,3.2,2.75,2.4,3.1,2.8,2.3,3.1,2.75
1,1,D,0,1,A,3.4,3.4,2.1,3.4,3.25,2.1,3.0,3.1,2.2,3.5,3.2,1.91,3.2,3.2,2.1,3.0,3.2,2.1
0,1,A,0,1,A,1.85,3.5,4.2,1.8,3.5,4.33,1.85,3.1,4.0,1.8,3.2,4.0,1.85,3.2,4.0,1.8,3.25,3.8
1,0,H,1,0,H,2.2,3.25,3.3,2.2,3.2,3.2,2.1,3.1,3.2,2.0,3.2,3.2,2.1,3.1,3.3,2.1,3.2,3.0
6,3,H,4,3,H,1.61,3.75,5.5,1.65,3.4,5.5,1.6,3.5,5.0,1.62,3.25,5.0,1.6,3.4,5.5,1.57,3.5,5.0
0,0,D,0,0,D,1.33,4.75,9.5,1.35,4.5,9.0,1.3,4.6,8.0,1.36,4.0,7.0,1.3,4.5,9.0,1.3,4.33,8.0
0,3,A,0,1,A,2.9,3.3,2.37,2.9,3.2,2.4,2.7,3.1,2.4,2.6,3.25,2.3,2.65,3.25,2.4,2.75,3.1,2.3
1,0,H,1,0,H,2.9,3.3,2.37,2.95,3.2,2.35,2.6,3.2,2.4,2.75,3.25,2.2,2.8,3.2,2.3,2.62,3.1,2.38
1,3,A,1,3,A,2.0,3.3,3.8,2.0,3.2,3.75,2.0,3.1,3.4,1.83,3.2,3.75,1.95,3.2,3.6,1.83,3.2,3.75
2,0,H,1,0,H,2.1,3.4,3.4,2.1,3.25,3.4,2.1,3.1,3.2,2.1,3.2,3.0,2.1,3.2,3.2,2.05,3.2,3.1
0,3,A,0,2,A,1.95,3.3,4.0,1.95,3.2,4.0,2.0,3.2,3.3,1.91,3.2,3.5,1.95,3.1,3.75,1.91,3.2,3.5
2,2,D,1,1,D,4.5,3.75,1.72,4.6,3.4,1.75,4.5,3.3,1.7,4.0,3.2,1.8,4.75,3.5,1.65,4.33,3.3,1.7
1,2,A,0,0,D,2.1,3.3,3.5,2.1,3.2,3.4,2.2,3.1,3.0,2.1,3.2,3.0,2.1,3.2,3.2,2.15,3.2,2.9
1,0,H,0,0,D,3.2,3.25,2.25,3.0,3.2,2.3,2.8,3.1,2.3,2.75,3.2,2.25,3.0,3.2,2.2,2.8,3.1,2.25
0,1,A,0,0,D,1.44,4.2,7.5,1.45,4.0,7.0,1.45,3.6,7.0,1.4,3.75,7.0,1.45,3.8,6.6,1.4,3.75,7.0
0,1,A,0,1,A,2.25,3.25,3.2,2.1,3.2,3.4,2.0,3.2,3.3,2.0,3.2,3.2,2.1,3.2,3.2,2.25,3.1,2.8
0,0,D,0,0,D,2.62,3.25,2.62,2.4,3.25,2.8,2.3,3.1,2.8,2.38,3.2,2.6,2.5,3.2,2.6,2.38,3.1,2.62
3,0,H,1,0,H,2.1,3.4,3.4,2.15,3.2,3.3,2.1,3.1,3.2,2.0,3.2,3.2,2.1,3.2,3.2,2.05,3.1,3.2
2,3,A,0,1,A,2.8,3.4,2.4,2.6,3.2,2.6,2.55,3.1,2.55,2.6,3.0,2.5,2.5,3.2,2.6,2.6,3.1,2.4
1,0,H,0,0,D,1.22,6.0,12.0,1.25,5.5,10.0,1.2,5.0,12.0,1.17,5.5,12.0,1.2,5.75,11.0,1.2,5.0,11.0
1,1,D,0,0,D,2.62,3.3,2.62,2.6,3.2,2.6,2.7,3.0,2.5,2.6,3.2,2.38,2.6,3.2,2.5,2.62,3.2,2.3
1,3,A,1,1,D,1.61,3.6,6.0,1.65,3.5,5.5,1.6,3.5,5.0,1.62,3.5,4.5,1.65,3.4,5.0,1.57,3.5,5.0
0,0,D,0,0,D,1.53,3.75,7.0,1.61,4.2,7.0,1.5,3.6,6.0,1.5,3.5,6.0,1.45,3.8,6.75,1.5,3.4,6.0
1,4,A,0,1,A,1.5,3.8,7.5,1.55,3.5,7.0,1.55,3.6,5.2,1.5,3.5,6.0,1.5,3.6,6.5,1.44,3.6,6.5
3,0,H,2,0,H,1.75,3.5,4.75,1.8,3.4,4.5,1.9,3.1,3.8,1.8,3.3,3.75,1.7,3.4,4.5,1.8,3.25,3.8
5,1,H,1,0,H,2.37,3.3,2.9,2.4,3.2,2.9,2.2,3.0,3.1,2.1,3.2,3.0,2.3,3.2,2.8,2.15,3.2,2.9
3,1,H,2,0,H,3.25,3.3,2.2,3.2,3.2,2.25,3.1,3.0,2.2,2.75,3.25,2.2,3.0,3.2,2.2,2.75,3.1,2.3
1,4,A,0,2,A,2.62,3.3,2.6,2.6,3.2,2.6,2.4,3.1,2.7,2.5,3.25,2.4,2.5,3.2,2.6,2.5,3.1,2.5
0,1,A,0,0,D,2.2,3.3,3.25,2.25,3.2,3.2,2.2,3.0,3.1,2.1,3.2,3.0,2.2,3.2,3.0,2.2,3.1,2.88
0,2,A,0,1,A,2.9,3.25,2.4,2.9,3.2,2.4,3.1,3.0,2.2,2.75,3.2,2.25,3.0,3.2,2.2,2.62,3.1,2.38
2,0,H,1,0,H,1.66,3.5,5.5,1.65,3.5,5.5,1.5,3.5,6.3,1.57,3.5,5.0,1.57,3.5,5.5,1.57,3.5,5.0
2,0,H,0,0,D,2.87,3.3,2.4,2.7,3.1,2.6,2.7,3.1,2.4,2.5,3.2,2.5,2.6,3.2,2.5,2.62,3.1,2.38
0,0,D,0,0,D,4.5,3.7,1.75,4.5,3.4,1.75,4.0,3.4,1.75,4.0,3.6,1.67,4.2,3.5,1.73,4.33,3.3,1.7
0,1,A,0,1,A,2.75,3.3,2.5,2.75,3.2,2.5,2.6,3.2,2.4,2.5,3.2,2.5,2.7,3.2,2.4,2.62,3.1,2.37
1,1,D,0,0,D,2.3,3.3,3.0,2.35,3.1,3.0,2.4,3.1,2.7,2.2,3.2,2.8,2.4,3.2,2.7,2.2,3.2,2.8
1,1,D,1,1,D,2.9,3.3,2.37,2.75,3.2,2.5,2.55,3.1,2.55,2.6,3.2,2.38,2.6,3.2,2.5,2.62,3.2,2.3
3,1,H,0,0,D,2.3,3.25,3.1,2.3,3.1,3.0,2.2,3.1,3.0,2.2,3.2,2.8,2.25,3.2,2.9,2.38,3.1,2.62
3,0,H,1,0,H,1.4,4.33,8.5,1.4,4.0,8.0,1.35,4.2,7.5,1.36,3.75,8.0,1.4,4.0,7.5,1.4,3.75,7.0
2,0,H,2,0,H,1.53,3.8,6.5,1.6,3.5,5.5,1.65,3.3,4.9,1.62,3.5,4.5,1.6,3.6,5.0,1.57,3.5,5.0
3,0,H,1,0,H,1.83,3.6,4.2,1.9,3.3,4.0,1.9,3.2,3.6,1.8,3.3,3.75,1.8,3.4,4.0,1.8,3.3,3.75
1,0,H,0,0,D,2.1,3.3,3.5,2.2,3.2,3.1,2.3,3.0,2.9,2.25,3.2,2.75,2.25,3.2,2.9,2.2,3.2,2.8
3,0,H,1,0,H,1.57,3.6,6.5,1.55,3.6,6.0,1.5,3.6,6.0,1.57,3.5,5.0,1.53,3.6,5.8,1.57,3.5,5.0
1,0,H,0,0,D,2.05,3.3,3.6,2.0,3.3,3.5,2.0,3.2,3.3,2.0,3.2,3.2,2.05,3.2,3.3,2.05,3.2,3.1
1,1,D,0,1,A,2.2,3.3,3.25,2.2,3.2,3.1,2.1,3.1,3.2,2.1,3.2,3.0,2.25,3.1,3.0,2.1,3.2,3.0
1,2,A,1,1,D,2.2,3.3,3.25,2.25,3.1,3.1,2.2,2.9,3.2,2.0,3.2,3.2,2.2,2.9,3.3,2.1,3.2,3.0
6,0,H,3,0,H,1.66,3.75,5.0,1.65,3.5,5.0,1.6,3.6,4.8,1.62,3.5,4.5,1.6,3.6,5.0,1.67,3.3,4.5
1,1,D,0,0,D,3.4,3.4,2.1,3.2,3.2,2.15,3.1,3.2,2.1,2.75,3.25,2.2,3.3,3.25,2.05,3.0,3.2,2.1
1,2,A,0,0,D,3.0,3.2,2.37,3.0,3.2,2.25,2.9,3.2,2.2,3.0,3.2,2.1,2.85,3.2,2.3,2.62,3.1,2.38
3,2,H,1,2,A,1.4,4.33,8.5,1.45,3.85,7.0,1.45,3.7,6.5,1.4,4.0,6.5,1.45,3.75,7.0,1.4,3.75,7.0
2,0,H,2,0,H,1.44,4.33,7.0,1.5,3.7,6.5,1.5,3.6,6.0,1.5,3.5,6.0,1.5,3.6,6.5,1.44,3.6,6.5
2,0,H,2,0,H,1.72,3.6,4.75,1.75,3.4,4.6,1.65,3.4,4.7,1.57,3.5,5.0,1.65,3.5,4.75,1.67,3.3,4.5
1,1,D,0,0,D,2.25,3.25,3.2,2.25,3.2,3.0,2.1,2.9,3.4,1.91,3.2,3.5,2.1,3.2,3.2,2.15,3.1,3.0
4,2,H,1,2,A,1.85,3.4,4.33,1.85,3.3,4.0,1.75,3.2,4.3,1.91,3.25,3.4,1.85,3.25,4.0,1.83,3.2,3.75
1,0,H,0,0,D,1.33,4.5,11.0,1.4,4.0,8.0,1.35,4.2,7.5,1.29,4.5,8.0,1.35,4.33,7.5,1.36,4.0,7.0
2,1,H,1,0,H,2.1,3.3,3.5,2.1,3.2,3.3,1.9,3.2,3.6,1.91,3.25,3.4,2.05,3.25,3.25,2.0,3.2,3.2
1,2,A,1,1,D,3.0,3.2,2.37,2.9,3.2,2.3,2.9,3.0,2.3,2.5,3.25,2.4,2.9,3.2,2.25,2.75,3.2,2.25
4,1,H,2,0,H,2.25,3.2,3.25,2.25,3.2,3.0,2.2,3.3,2.8,2.0,3.2,3.2,2.15,3.2,3.1,2.1,3.2,3.0
0,2,A,0,0,D,3.0,3.2,2.37,2.9,3.2,2.3,2.8,3.1,2.3,2.75,3.2,2.25,2.75,3.2,2.35,2.62,3.2,2.3
0,3,A,0,1,A,2.7,3.25,2.6,2.65,3.15,2.65,2.5,3.2,2.5,2.38,3.2,2.6,2.5,3.2,2.6,2.5,3.1,2.5
1,0,H,1,0,H,2.1,3.3,3.5,1.95,3.25,3.75,1.85,3.2,3.8,1.8,3.3,3.75,2.05,3.2,3.3,1.95,3.25,3.3
0,2,A,0,2,A,3.4,3.25,2.15,3.25,3.25,2.15,3.0,3.1,2.2,2.75,3.2,2.25,3.2,3.2,2.1,2.8,3.2,2.2
0,2,A,0,2,A,2.62,3.3,2.6,2.6,3.2,2.6,2.6,3.2,2.4,2.4,3.25,2.5,2.5,3.2,2.6,2.5,3.25,2.4
0,0,D,0,0,D,2.6,3.3,2.62,2.5,3.2,2.6,2.5,3.1,2.6,2.38,3.2,2.6,2.5,3.15,2.6,2.4,3.1,2.6
1,0,H,1,0,H,1.57,3.8,6.5,1.6,3.5,5.5,1.55,3.5,5.5,1.62,3.5,4.5,1.6,3.5,5.25,1.6,3.3,5.0
2,3,A,1,0,H,1.57,3.75,6.0,1.55,3.75,5.75,1.45,3.7,6.5,1.44,4.0,5.5,1.55,3.75,5.25,1.57,3.6,4.8
0,2,A,0,1,A,3.4,3.4,2.1,3.4,3.25,2.05,3.3,3.2,2.0,3.0,3.2,2.1,3.5,3.2,2.0,3.1,3.2,2.05
1,5,A,1,3,A,5.0,3.5,1.72,4.75,3.4,1.7,4.9,3.3,1.65,4.2,3.3,1.73,4.33,3.5,1.7,4.5,3.1,1.73
2,1,H,1,0,H,1.36,4.2,9.0,1.38,4.0,8.5,1.4,3.8,7.0,1.33,4.33,7.0,1.35,4.2,8.0,1.36,3.75,8.0
0,0,D,0,0,D,2.1,3.25,3.6,2.1,3.2,3.3,2.0,3.0,3.6,2.0,3.2,3.2,2.1,3.0,3.4,2.0,3.0,3.4
2,0,H,2,0,H,1.57,3.75,6.0,1.57,3.6,6.0,1.6,3.4,5.2,1.44,3.75,6.0,1.55,3.6,5.5,1.57,3.5,5.0
2,2,D,1,1,D,1.9,3.6,3.8,2.05,3.3,3.3,1.9,3.3,3.6,2.0,3.5,3.0,2.0,3.4,3.25,1.95,3.3,3.25
3,5,A,1,3,A,5.5,4.0,1.57,4.75,3.75,1.6,4.5,3.3,1.7,5.0,3.5,1.57,5.0,3.6,1.6,4.8,3.4,1.6
1,3,A,0,1,A,2.1,3.3,3.5,2.1,3.2,3.2,2.0,3.1,3.4,2.1,3.2,3.0,2.1,3.2,3.2,2.05,3.2,3.1
1,1,D,1,0,H,1.95,3.4,3.75,1.95,3.25,3.6,2.0,3.1,3.4,1.91,3.2,3.5,1.9,3.25,3.75,1.91,3.2,3.5
0,2,A,0,1,A,2.37,3.3,2.9,2.4,3.1,2.75,2.3,3.1,2.8,2.38,3.2,2.6,2.3,3.2,2.8,2.3,3.1,2.75
3,2,H,1,0,H,2.4,3.6,2.7,2.2,3.5,2.75,2.2,3.5,2.6,2.1,3.4,2.8,2.3,3.6,2.6,2.25,3.6,2.5
5,2,H,3,0,H,1.14,7.5,16.0,1.15,6.5,12.0,1.2,5.0,12.0,1.14,5.5,15.0,1.13,6.5,17.0,1.14,6.0,12.0
1,1,D,0,1,A,2.1,3.1,3.8,2.1,3.0,3.6,2.0,3.2,3.3,2.0,3.2,3.2,2.1,3.1,3.3,2.05,2.88,3.5
1,0,H,0,0,D,2.25,3.5,3.0,2.2,3.5,2.75,2.2,3.5,2.6,2.1,3.4,2.8,2.25,3.5,2.7,2.15,3.4,2.75
4,1,H,1,1,D,1.44,4.33,7.0,1.45,4.0,6.25,1.5,3.6,6.0,1.44,3.5,7.0,1.45,4.0,6.25,1.5,4.0,4.8
3,1,H,2,0,H,2.6,3.1,2.8,2.75,3.1,2.4,2.6,3.0,2.6,2.6,3.2,2.38,2.55,3.1,2.55,2.38,3.1,2.62
1,0,H,0,0,D,2.0,3.3,3.8,2.0,3.2,3.75,1.75,3.2,4.3,1.8,3.2,4.0,1.85,3.2,4.0,1.83,3.2,3.75
3,0,H,2,0,H,1.7,3.6,5.25,1.75,3.3,5.0,1.7,3.3,4.5,1.62,3.5,4.5,1.65,3.4,5.0,1.67,3.3,4.5
1,3,A,0,2,A,2.0,3.3,3.8,2.0,3.2,3.75,2.0,3.0,3.6,1.91,3.2,3.5,1.9,3.25,3.75,1.91,3.2,3.5
4,0,H,3,0,H,1.44,4.2,7.5,1.5,3.6,7.5,1.45,3.6,7.0,1.44,3.6,6.5,1.45,3.75,7.0,1.4,3.75,7.0
0,1,A,0,1,A,2.0,3.25,3.8,1.95,3.2,4.0,1.9,3.1,3.8,1.83,3.2,3.75,1.8,3.25,4.2,1.8,3.25,3.8
2,1,H,1,0,H,3.5,3.3,2.1,3.5,3.2,2.1,3.2,3.1,2.1,3.2,3.2,2.0,3.6,3.25,1.95,3.3,3.25,1.95
1,0,H,1,0,H,7.0,4.0,1.5,6.5,3.75,1.53,6.0,3.6,1.5,7.0,3.75,1.4,6.5,3.6,1.5,7.0,3.75,1.4
1,1,D,0,0,D,2.8,3.3,2.5,2.75,3.2,2.5,2.8,3.1,2.3,2.75,3.0,2.38,2.8,3.2,2.3,2.62,3.2,2.3
1,1,D,0,0,D,2.8,3.3,2.5,2.75,3.25,2.45,2.55,3.1,2.55,2.6,3.2,2.38,2.6,3.2,2.5,2.75,3.2,2.25
1,2,A,1,1,D,2.62,3.3,2.62,2.5,3.2,2.75,2.4,3.0,2.8,2.38,3.2,2.6,2.6,3.2,2.5,2.4,3.1,2.6
1,1,D,0,0,D,1.29,5.0,12.0,1.3,4.75,10.0,1.27,4.6,9.0,1.29,4.5,8.0,1.28,4.75,9.0,1.29,4.5,8.0
2,1,H,2,0,H,3.2,3.4,2.2,3.0,3.25,2.3,2.8,3.1,2.3,3.0,3.2,2.1,3.0,3.2,2.2,2.9,3.2,2.15
2,2,D,2,1,H,2.75,3.3,2.5,2.75,3.2,2.5,2.55,3.1,2.55,2.6,3.2,2.38,2.65,3.1,2.5,2.62,3.2,2.3
0,0,D,0,0,D,2.1,3.3,3.5,2.05,3.25,3.5,2.0,3.1,3.4,1.83,3.2,3.75,2.05,3.1,3.4,2.0,3.2,3.2
0,0,D,0,0,D,2.5,3.25,2.8,2.5,3.2,2.75,2.4,3.1,2.7,2.38,3.2,2.6,2.5,3.1,2.65,2.38,3.1,2.62
1,1,D,1,0,H,2.2,3.2,3.4,2.1,3.2,3.5,1.9,3.2,3.7,1.91,3.2,3.5,2.1,3.1,3.3,2.1,3.2,3.0
4,3,H,4,2,H,1.25,5.5,12.0,1.25,5.0,12.0,1.2,5.0,12.0,1.2,5.0,11.0,1.2,5.5,12.0,1.22,4.8,10.0
