FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
0,0,D,0,0,D,2.4,3.25,2.9,2.3,3.1,3.0,2.3,3.0,2.9,2.2,3.2,2.8,2.4,3.05,2.8,,,
3,2,H,2,2,D,2.8,3.25,2.5,2.75,3.2,2.4,3.0,2.9,2.3,2.6,3.2,2.37,2.75,3.1,2.4,,,
2,0,H,0,0,D,1.25,5.5,12.0,1.28,5.0,10.0,1.27,4.4,10.0,1.22,5.0,10.0,1.25,5.0,10.0,,,
2,0,H,0,0,D,2.1,3.3,3.5,2.0,3.2,3.75,1.9,3.1,3.8,1.9,3.2,3.5,1.95,3.2,3.6,,,
0,1,A,0,0,D,1.44,4.2,7.5,1.45,3.75,7.5,1.45,3.6,7.0,1.36,3.75,8.0,1.5,3.6,6.5,,,
3,0,H,0,0,D,1.44,4.2,7.5,1.5,3.75,6.5,1.5,3.5,6.3,1.36,4.0,7.0,1.45,3.75,6.75,,,
2,1,H,1,0,H,3.6,3.3,2.05,3.8,3.3,1.9,3.6,3.2,1.9,3.75,3.2,1.83,3.75,3.4,1.85,,,
2,4,A,1,3,A,3.1,3.25,2.3,3.0,3.2,2.25,2.8,3.1,2.3,2.8,3.2,2.2,3.0,3.2,2.2,,,
0,2,A,0,2,A,5.75,3.7,1.61,5.5,3.5,1.6,5.2,3.4,1.6,5.0,3.25,1.61,5.5,3.6,1.55,,,
3,1,H,3,1,H,4.2,3.5,1.85,4.0,3.3,1.85,3.8,3.1,1.9,3.5,3.2,1.9,4.0,3.25,1.85,,,
2,0,H,0,0,D,2.37,3.25,3.0,2.3,3.2,2.9,2.2,3.1,3.0,2.3,3.1,2.75,2.3,3.1,2.9,,,
4,0,H,2,0,H,1.9,3.4,4.0,1.83,3.25,4.25,1.8,3.2,4.0,1.8,3.2,4.0,1.85,3.25,4.0,,,
1,1,D,0,0,D,2.0,3.3,3.75,2.1,3.2,3.5,2.1,3.0,3.3,2.0,3.2,3.2,2.1,3.2,3.2,,,
2,0,H,0,0,D,2.0,3.3,3.75,2.05,3.2,3.4,2.1,3.1,3.2,2.1,3.2,3.0,2.0,3.25,3.4,,,
0,2,A,0,1,A,2.37,3.25,3.0,2.3,3.2,2.9,2.3,3.0,2.9,2.2,3.2,2.8,2.3,3.1,2.9,,,
1,2,A,0,2,A,2.25,3.25,3.2,2.2,3.2,3.1,2.2,3.0,3.1,2.2,3.2,2.8,2.3,3.2,2.8,,,
0,0,D,0,0,D,2.1,3.25,3.6,2.05,3.2,3.5,2.1,3.0,3.3,2.0,3.2,3.2,2.1,3.2,3.2,,,
2,2,D,1,2,A,2.3,3.25,3.1,2.25,3.2,3.0,2.2,3.1,3.0,2.2,3.0,3.0,2.25,3.1,3.0,,,
3,1,H,1,1,D,1.3,5.0,11.0,1.3,4.5,10.0,1.3,4.4,8.5,1.28,4.33,9.0,1.3,4.75,8.0,,,
2,0,H,1,0,H,1.18,6.5,15.0,1.2,5.5,13.0,1.2,5.0,12.0,1.16,5.5,12.0,1.17,6.0,13.0,,,
0,1,A,0,1,A,5.0,3.8,1.66,5.0,3.3,1.7,4.7,3.4,1.65,4.5,3.5,1.61,4.5,3.4,1.7,,,
1,0,H,0,0,D,2.3,3.25,3.1,2.15,3.2,3.2,2.1,3.0,3.3,2.2,3.2,2.8,2.1,3.2,3.2,,,
2,2,D,0,1,A,1.8,3.6,4.2,1.8,3.25,4.4,1.8,3.1,4.2,1.72,3.2,4.33,1.9,3.2,3.8,,,
2,0,H,1,0,H,2.1,3.25,3.6,2.0,3.2,3.6,2.0,3.0,3.3,1.83,3.2,3.75,1.9,3.2,3.8,,,
3,0,H,1,0,H,2.3,3.25,3.1,2.3,3.2,2.9,2.2,3.1,3.0,2.2,3.0,3.0,2.2,3.1,3.1,,,
4,1,H,1,0,H,2.4,3.3,2.87,2.3,3.2,2.9,2.3,3.1,2.8,2.37,3.0,2.75,2.35,3.1,2.85,,,
0,1,A,0,0,D,2.7,3.3,2.6,2.65,3.15,2.6,2.55,3.1,2.55,2.5,3.2,2.5,2.6,3.2,2.5,,,
4,3,H,2,2,D,2.3,3.3,3.1,2.25,3.2,3.0,2.2,3.1,2.7,2.2,3.2,2.8,2.25,3.1,3.0,,,
0,3,A,0,1,A,2.05,3.3,3.6,2.05,3.2,3.5,1.9,3.1,3.8,2.1,3.2,3.0,2.1,3.0,3.4,,,
2,0,H,2,0,H,2.15,3.2,3.5,2.1,3.25,3.25,2.2,3.0,3.1,2.1,3.2,3.0,2.2,3.0,3.2,,,
1,1,D,1,1,D,2.37,3.25,3.0,2.3,3.2,2.9,2.2,3.1,3.0,2.37,3.2,2.6,2.25,3.0,3.1,,,
0,0,D,0,0,D,2.3,3.2,3.1,2.25,3.2,3.0,2.2,3.0,3.1,2.25,3.2,2.75,2.3,3.0,3.0,,,
1,5,A,0,4,A,2.6,3.3,2.7,2.6,3.1,2.6,2.7,3.1,2.4,2.37,3.2,2.6,2.55,3.15,2.55,,,
3,0,H,3,0,H,1.25,5.25,13.0,1.25,5.0,11.0,1.3,4.4,8.5,1.22,5.0,10.0,1.25,5.0,10.0,,,
0,0,D,0,0,D,1.57,3.8,6.0,1.6,3.5,5.5,1.65,3.4,4.7,1.61,3.5,4.5,1.55,3.5,5.75,,,
1,1,D,1,1,D,7.0,4.33,1.44,6.5,4.0,1.45,6.5,3.7,1.45,6.0,3.5,1.5,7.5,4.0,1.4,,,
0,2,A,0,1,A,2.6,3.25,2.7,2.6,3.15,2.6,2.55,3.1,2.55,2.38,3.2,2.6,2.55,3.1,2.6,2.5,3.1,2.5
2,0,H,2,0,H,2.8,3.25,2.5,2.7,3.15,2.5,2.55,3.1,2.55,2.38,3.2,2.6,2.7,3.15,2.4,2.6,3.1,2.4
2,0,H,0,0,D,2.0,3.3,3.8,1.95,3.2,3.75,1.9,3.1,3.8,1.91,3.1,3.6,1.95,3.2,3.6,1.91,3.2,3.5
3,4,A,2,2,D,2.05,3.3,3.6,2.1,3.2,3.3,2.0,3.1,3.4,1.91,3.2,3.5,2.1,3.2,3.2,2.1,3.2,3.0
3,0,H,1,0,H,1.2,6.0,15.0,1.2,5.5,12.0,1.22,4.8,11.0,1.22,5.0,10.0,1.2,5.75,11.0,1.22,5.0,9.5
3,0,H,3,0,H,2.62,3.25,2.62,2.6,3.15,2.6,2.7,3.1,2.4,2.7,3.25,2.25,2.65,3.1,2.5,2.5,3.1,2.5
0,2,A,0,0,D,2.25,3.2,3.25,2.2,3.2,3.1,2.1,3.1,3.2,2.0,3.2,3.2,2.25,3.1,3.0,2.15,3.2,2.9
0,2,A,0,0,D,1.95,3.3,4.0,1.9,3.2,4.0,1.9,3.1,3.8,1.8,3.2,4.0,1.9,3.2,3.8,1.83,3.2,3.75
1,1,D,0,0,D,2.4,3.25,2.9,2.35,3.15,2.85,2.2,3.0,3.1,2.38,3.0,2.75,2.4,3.05,2.8,2.25,3.2,2.75
2,3,A,1,3,A,1.57,3.6,6.5,1.55,3.5,6.0,1.6,3.4,5.2,1.53,3.5,5.5,1.55,3.45,6.0,1.62,3.3,5.0
2,0,H,1,0,H,6.0,3.75,1.57,5.5,3.5,1.6,4.7,3.4,1.65,5.0,3.5,1.57,6.5,3.6,1.5,5.5,3.5,1.53
3,0,H,2,0,H,1.44,4.2,7.5,1.45,3.6,8.0,1.45,3.6,7.0,1.5,3.5,6.0,1.4,4.0,7.5,1.44,3.6,6.5
0,0,D,0,0,D,3.75,3.3,2.0,3.5,3.25,2.0,3.4,3.1,2.0,3.5,3.2,1.9,3.4,3.25,2.0,3.3,3.25,1.95
2,1,H,0,1,A,2.62,3.3,2.62,2.6,3.1,2.6,2.5,3.0,2.7,2.6,3.0,2.5,,,,2.6,3.1,2.4
2,1,H,1,1,D,1.75,3.4,5.0,1.75,3.3,4.75,1.8,3.1,4.2,1.66,3.3,4.5,1.75,3.25,4.5,1.73,3.2,4.33
0,1,A,0,0,D,2.3,3.3,3.1,2.2,3.2,3.1,2.2,2.9,3.2,2.2,3.0,3.0,2.1,3.1,3.3,2.25,3.1,2.8
4,3,H,2,2,D,1.33,5.0,9.0,1.32,4.5,9.0,1.27,4.4,10.0,1.33,4.0,8.0,1.3,4.5,9.0,1.33,4.0,8.0
1,0,H,0,0,D,2.37,3.3,3.0,2.3,3.2,2.9,2.2,3.0,3.1,2.25,3.2,2.75,2.4,3.1,2.75,2.3,3.1,2.75
1,0,H,0,0,D,1.72,3.5,5.0,1.72,3.3,5.0,1.65,3.3,4.9,1.72,3.2,4.33,1.7,3.3,4.75,1.67,3.3,4.5
3,2,H,1,1,D,2.3,3.3,3.1,2.2,3.2,3.1,2.3,3.1,2.8,2.25,3.1,2.8,2.3,3.1,2.9,2.25,3.1,2.8
3,0,H,0,0,D,1.16,7.0,15.0,1.18,7.0,15.0,1.17,5.4,13.0,1.16,5.5,12.0,1.17,6.0,13.0,1.14,6.0,12.0
1,1,D,0,1,A,6.0,3.6,1.61,6.0,3.6,1.6,5.0,3.5,1.6,6.0,3.5,1.5,5.5,3.6,1.55,5.5,3.5,1.53
1,2,A,0,2,A,1.61,3.5,6.25,1.65,3.4,5.75,1.55,3.6,5.2,1.5,3.5,6.0,1.6,3.4,5.5,1.53,3.5,5.5
2,2,D,1,0,H,2.15,3.3,3.4,2.15,3.2,3.4,2.1,3.1,3.2,2.0,3.2,3.2,2.1,3.1,3.3,2.0,3.1,3.3
4,3,H,1,1,D,1.53,3.8,6.5,1.55,3.6,6.5,1.55,3.5,5.5,1.53,3.5,5.5,1.5,3.75,6.0,1.53,3.5,5.5
4,3,H,2,2,D,2.65,3.2,2.65,2.7,3.1,2.6,2.7,3.0,2.5,2.5,2.87,2.62,2.65,3.1,2.5,2.5,3.1,2.5
1,2,A,0,2,A,2.45,3.25,2.87,2.4,3.2,2.9,2.2,3.1,3.0,2.4,3.0,2.7,2.4,3.1,2.75,2.4,3.1,2.6
1,0,H,0,0,D,3.0,3.2,2.4,3.0,3.0,2.45,2.7,3.0,2.5,2.7,3.2,2.3,2.75,3.1,2.4,2.75,3.1,2.3
1,1,D,1,0,H,1.4,4.5,8.0,1.45,4.0,7.5,1.33,4.2,8.0,1.33,4.0,8.0,1.33,4.5,8.0,1.36,3.75,8.0
1,1,D,0,0,D,1.95,3.3,4.0,1.95,3.2,4.0,1.8,3.2,4.0,1.8,3.3,3.75,1.8,3.25,4.2,1.83,3.2,3.75
1,0,H,0,0,D,3.75,3.25,2.05,3.5,3.1,2.1,3.2,3.1,2.1,3.5,3.2,1.9,3.5,3.2,2.0,3.2,3.2,2.0
1,1,D,0,1,A,3.8,3.3,2.0,3.5,3.2,2.1,3.4,3.1,2.0,3.2,3.2,2.0,3.4,3.25,2.0,3.2,3.2,2.0
3,1,H,2,0,H,1.33,4.75,10.0,1.35,4.5,9.0,1.3,4.4,8.5,1.33,4.0,8.0,1.3,4.75,8.0,1.36,3.75,8.0
0,2,A,0,1,A,3.25,3.3,2.2,3.2,3.1,2.2,3.1,3.0,2.2,2.87,3.0,2.25,3.0,3.1,2.25,3.0,3.2,2.1
2,1,H,0,1,A,1.53,3.75,7.0,1.5,3.6,7.0,1.55,3.5,5.5,1.5,3.5,6.0,1.5,3.75,6.0,1.5,3.4,6.0
1,2,A,0,0,D,2.2,3.25,3.3,2.25,3.2,3.0,2.2,3.1,3.0,2.1,3.2,3.0,2.2,3.2,3.0,2.15,3.1,3.0
1,1,D,0,1,A,1.66,3.5,5.5,1.65,3.4,5.25,1.7,3.3,4.5,1.66,3.2,5.0,1.65,3.4,5.0,1.67,3.2,4.8
2,1,H,2,1,H,2.5,3.25,2.8,2.5,3.2,2.65,2.4,3.1,2.7,2.37,3.2,2.6,2.5,3.2,2.6,2.5,2.9,2.62
0,3,A,0,1,A,1.61,3.6,6.0,1.6,3.5,5.5,1.6,3.5,5.0,1.5,3.5,6.0,1.55,3.5,6.0,1.57,3.3,5.5
2,0,H,1,0,H,3.1,3.3,2.3,3.1,3.2,2.2,2.8,3.1,2.3,3.0,3.2,2.1,3.0,3.2,2.2,2.8,3.1,2.25
1,1,D,1,0,H,2.9,3.3,2.37,2.9,3.2,2.3,2.6,3.2,2.4,2.75,3.25,2.2,2.75,3.2,2.35,2.75,3.1,2.3
0,1,A,0,0,D,4.0,3.4,1.9,4.0,3.3,1.85,3.8,3.2,1.85,4.0,3.2,1.8,4.0,3.25,1.85,3.5,3.2,1.91
0,0,D,0,0,D,2.8,3.25,2.5,2.8,3.0,2.55,2.7,3.0,2.5,2.37,3.2,2.6,2.65,3.1,2.5,2.6,3.1,2.4
1,0,H,0,0,D,2.4,3.3,3.0,2.25,3.2,3.0,2.2,3.1,3.0,2.2,3.2,2.8,2.3,3.1,2.9,2.25,3.1,2.8
1,0,H,1,0,H,1.72,3.6,4.75,1.7,3.4,4.75,1.75,3.2,4.3,1.72,3.2,4.5,1.65,3.4,5.0,1.67,3.3,4.5
2,1,H,1,1,D,1.2,6.0,15.0,1.22,5.5,12.0,1.22,4.8,11.0,1.25,4.5,10.0,1.22,5.25,11.0,1.17,5.5,12.0
0,2,A,0,1,A,2.4,3.3,2.87,2.4,3.1,2.8,2.4,3.1,2.7,2.25,3.2,2.75,2.4,3.1,2.75,2.38,3.0,2.7
3,1,H,2,1,H,2.3,3.3,3.1,2.25,3.2,3.0,2.1,3.1,3.2,2.1,3.0,3.2,2.25,3.1,3.0,2.1,3.2,3.0
3,1,H,1,0,H,1.44,4.2,7.5,1.45,4.0,6.5,1.45,3.7,6.5,1.44,3.6,6.5,1.45,3.75,6.75,1.44,3.6,6.5
0,1,A,0,1,A,1.53,4.0,6.0,1.52,3.75,6.0,1.5,3.6,6.0,1.4,3.75,7.0,1.45,3.75,6.75,1.5,3.4,6.0
3,3,D,1,3,A,2.3,3.3,3.1,2.25,3.2,3.0,2.3,3.1,2.8,2.37,3.0,2.75,2.3,3.1,2.9,2.3,3.0,2.8
1,0,H,1,0,H,1.36,4.5,9.0,1.36,4.25,8.5,1.4,3.7,7.5,1.33,3.75,9.0,1.35,4.2,8.5,1.36,4.0,7.0
0,3,A,0,2,A,3.5,3.3,2.1,3.3,3.2,2.1,3.2,3.1,2.1,3.0,3.2,2.1,3.2,3.3,2.05,3.1,3.1,2.1
3,1,H,1,1,D,2.05,3.3,3.6,2.05,3.2,3.5,2.0,3.1,3.4,2.0,3.2,3.2,2.1,3.2,3.2,2.05,3.1,3.2
1,3,A,0,1,A,2.5,3.3,2.75,2.5,3.1,2.75,2.55,3.1,2.55,2.37,3.2,2.6,2.6,3.0,2.6,2.4,3.1,2.6
1,1,D,0,1,A,2.4,3.3,2.9,2.4,3.2,2.8,2.3,3.1,2.8,2.37,3.2,2.6,2.4,3.1,2.75,2.38,3.0,2.7
0,0,D,0,0,D,2.05,3.3,3.6,2.0,3.25,3.5,2.0,3.1,3.4,1.83,3.2,3.75,1.95,3.2,3.6,2.0,3.1,3.3
2,1,H,0,0,D,2.5,3.25,2.8,2.5,3.1,2.75,2.5,3.0,2.7,2.5,3.2,2.5,2.5,3.1,2.65,2.5,2.9,2.62
2,0,H,1,0,H,1.28,5.25,11.0,1.3,4.8,9.0,1.27,4.4,10.0,1.25,4.5,10.0,1.28,4.75,9.0,1.29,4.5,8.0
0,0,D,0,0,D,2.9,3.3,2.4,2.9,3.2,2.3,3.1,3.0,2.2,2.75,3.2,2.25,2.9,3.1,2.3,2.8,3.2,2.2
0,0,D,0,0,D,2.9,3.3,2.4,2.8,3.2,2.4,2.7,3.1,2.4,2.75,3.0,2.37,2.75,3.1,2.4,2.75,3.1,2.3
0,2,A,0,1,A,2.4,3.3,2.9,2.38,3.2,2.86,2.3,3.0,2.9,2.25,3.2,2.75,2.3,3.1,2.9,2.3,2.9,2.9
4,1,H,1,0,H,1.61,3.6,5.75,1.61,3.5,5.75,1.6,3.5,5.0,1.57,3.5,5.0,1.6,3.4,5.5,1.62,3.3,5.0
2,2,D,2,0,H,2.1,3.3,3.5,2.2,3.2,3.2,2.2,3.1,3.0,2.1,3.2,3.0,2.1,3.2,3.25,2.0,3.3,3.1
1,1,D,1,0,H,1.95,3.3,4.0,1.91,3.25,4.0,1.8,3.1,4.2,1.83,3.2,3.75,1.85,3.25,4.0,1.91,3.2,3.5
1,2,A,1,0,H,1.95,3.3,4.0,1.95,3.2,3.75,1.9,3.1,3.8,1.83,3.2,3.75,1.9,3.25,3.75,1.91,3.2,3.5
0,1,A,0,1,A,2.0,3.4,3.7,2.1,3.6,4.0,2.0,3.1,3.4,2.0,3.0,3.5,1.9,3.4,3.6,1.91,3.0,3.75
0,1,A,0,0,D,2.8,3.25,2.5,2.75,3.2,2.5,2.5,3.2,2.5,2.6,3.2,2.37,2.65,3.1,2.5,2.62,3.1,2.38
3,1,H,1,0,H,2.2,3.3,3.25,2.15,3.2,3.3,2.1,3.0,3.3,2.2,3.0,3.0,2.2,3.1,3.1,2.1,3.2,3.0
0,0,D,0,0,D,2.2,3.3,3.25,2.1,3.2,3.4,2.2,3.1,3.0,2.1,3.2,3.0,2.1,3.2,3.2,2.1,3.2,3.0
1,1,D,1,1,D,1.53,3.8,6.5,1.53,3.5,7.0,1.5,3.6,6.0,1.5,3.5,6.0,1.5,3.6,6.5,1.5,3.4,6.0
3,0,H,3,0,H,2.3,3.3,3.1,2.25,3.25,3.0,2.1,3.0,3.3,2.1,3.2,3.0,2.25,3.2,2.9,2.15,3.2,2.9
0,2,A,0,0,D,4.75,3.5,1.75,4.5,3.4,1.75,4.0,3.2,1.8,4.0,3.2,1.8,4.8,3.5,1.65,4.33,3.4,1.67
0,3,A,0,0,D,1.95,3.4,3.9,2.0,3.2,3.6,1.9,3.1,3.8,1.8,3.2,4.0,1.9,3.25,3.75,1.91,3.2,3.5
0,3,A,0,1,A,2.87,3.3,2.4,3.0,3.2,2.3,2.8,3.1,2.3,3.0,3.2,2.1,3.0,3.2,2.2,2.8,3.2,2.2
2,0,H,0,0,D,2.4,3.3,2.87,2.3,3.2,3.0,2.2,3.1,3.0,2.2,3.0,3.0,2.4,3.1,2.75,2.2,3.1,2.88
2,0,H,0,0,D,1.33,4.75,10.0,1.33,4.5,9.0,1.3,4.4,8.5,1.33,4.0,8.0,1.33,4.5,8.0,1.3,4.33,8.0
1,1,D,1,1,D,2.15,3.3,3.4,2.15,3.2,3.25,2.0,3.1,3.4,1.9,3.2,3.5,2.1,3.1,3.3,2.05,3.2,3.1
1,0,H,1,0,H,2.05,3.25,3.75,2.0,3.2,3.6,2.0,3.1,3.4,1.8,3.2,4.0,2.05,3.2,3.3,2.0,3.0,3.4
3,0,H,2,0,H,1.61,3.4,6.5,1.6,3.4,6.0,1.6,3.4,5.2,1.61,3.25,5.0,1.55,3.5,6.0,1.57,3.3,5.5
0,0,D,0,0,D,1.33,4.75,9.5,1.4,4.0,8.0,1.4,3.7,7.5,1.4,3.75,7.0,1.4,4.0,7.5,1.4,3.75,7.0
2,0,H,1,0,H,3.0,3.25,2.35,3.0,3.2,2.35,2.8,3.1,2.3,3.0,3.0,2.2,3.1,3.1,2.2,2.75,3.1,2.3
4,0,H,1,0,H,1.18,6.0,19.0,1.18,6.0,15.0,1.17,5.4,13.0,1.16,5.5,12.0,1.17,6.0,13.0,1.14,5.5,15.0
1,0,H,0,0,D,3.2,3.25,2.25,3.1,3.2,2.25,2.9,3.0,2.3,3.0,3.2,2.1,3.3,3.1,2.1,2.9,3.2,2.15
1,0,H,1,0,H,2.0,3.3,3.75,1.95,3.3,3.75,2.0,3.0,3.6,1.9,3.2,3.5,1.85,3.2,4.0,1.83,3.2,3.75
3,2,H,2,0,H,2.35,3.25,3.0,2.3,3.2,3.0,2.2,3.0,3.1,2.2,3.0,3.0,2.25,3.2,2.88,2.2,3.2,2.8
0,2,A,0,0,D,9.0,5.0,1.33,8.0,4.5,1.36,7.5,3.7,1.4,8.0,4.0,1.33,6.75,4.2,1.4,8.0,4.33,1.3
0,2,A,0,0,D,2.25,3.25,3.2,2.2,3.2,3.2,2.2,3.0,3.1,2.2,3.0,3.0,2.2,3.1,3.1,2.2,3.1,2.88
3,1,H,2,1,H,2.0,3.3,3.75,2.05,3.25,3.6,2.1,2.9,3.4,1.9,3.0,3.75,2.0,3.2,3.5,1.95,3.1,3.5
4,3,H,1,1,D,1.57,3.75,6.0,1.6,3.6,5.75,1.65,3.3,4.9,1.57,3.25,5.5,1.55,3.6,5.5,1.57,3.5,5.0
2,2,D,2,1,H,1.95,3.4,3.8,1.95,3.3,3.75,1.9,3.2,3.6,1.83,3.2,3.75,1.9,3.2,3.8,1.83,3.2,3.75
3,2,H,1,1,D,2.62,3.3,2.6,2.63,3.1,2.63,2.55,3.1,2.55,2.5,3.2,2.5,2.55,3.1,2.6,2.5,3.1,2.5
3,0,H,1,0,H,2.0,3.3,3.75,2.1,3.2,3.4,2.2,3.1,3.0,2.1,3.2,3.0,2.0,3.2,3.5,2.1,3.1,3.1
1,0,H,0,0,D,2.1,3.3,3.5,2.2,3.2,3.2,2.1,3.1,3.2,1.91,3.2,3.5,2.1,3.2,3.2,2.05,3.2,3.1
0,2,A,0,2,A,2.75,3.3,2.5,2.95,3.5,2.65,2.9,3.0,2.3,2.75,3.2,2.25,2.65,3.1,2.5,2.7,3.0,2.38
1,0,H,1,0,H,1.28,5.25,11.0,1.29,5.0,10.0,1.25,4.8,9.5,1.29,4.0,10.0,1.28,4.75,9.0,1.29,4.2,9.0
1,1,D,0,0,D,2.1,3.3,3.5,2.05,3.2,3.5,2.1,3.0,3.3,2.0,3.2,3.2,2.1,3.2,3.2,2.0,3.2,3.2
2,2,D,1,1,D,3.2,3.25,2.25,3.0,3.25,2.25,2.9,3.0,2.3,2.8,3.2,2.2,3.0,3.2,2.2,2.8,3.2,2.2
2,0,H,0,0,D,2.15,3.25,3.4,2.1,3.2,3.4,2.1,2.9,3.4,2.2,3.0,3.0,2.1,3.2,3.2,2.15,3.1,3.0
2,1,H,2,0,H,2.4,3.25,2.9,2.5,3.1,2.8,2.5,3.1,2.6,2.25,3.2,2.75,2.5,3.1,2.65,2.4,3.1,2.6
3,1,H,1,0,H,1.72,3.5,5.0,1.73,3.3,5.0,1.8,3.2,4.0,1.8,3.2,4.0,1.7,3.25,4.8,1.73,3.2,4.33
2,1,H,0,0,D,1.57,3.75,6.0,1.55,3.6,6.0,1.55,3.4,5.8,1.53,3.5,5.5,1.5,3.6,6.5,1.5,3.4,6.0
1,1,D,0,1,A,5.5,3.5,1.66,6.5,3.7,1.73,4.5,3.3,1.7,5.0,3.2,1.66,5.0,3.4,1.65,5.0,3.5,1.57
1,2,A,0,1,A,1.9,3.2,4.5,1.9,3.2,4.25,1.7,3.3,4.5,1.72,3.2,4.33,1.85,3.0,4.33,1.67,3.3,4.5
3,1,H,1,0,H,2.5,3.3,2.75,2.4,3.2,2.8,2.4,3.1,2.7,2.5,3.2,2.5,2.4,3.1,2.75,2.5,3.1,2.5
1,0,H,1,0,H,2.62,3.2,2.7,2.6,3.2,2.6,2.8,3.1,2.3,2.5,3.2,2.5,2.55,3.2,2.5,2.5,3.1,2.5
2,3,A,0,0,D,1.72,3.5,5.0,1.72,3.4,5.0,1.65,3.3,4.9,1.61,3.25,5.0,1.65,3.4,5.0,1.67,3.3,4.5
3,2,H,1,1,D,1.5,4.0,7.0,1.45,3.75,8.0,1.4,3.7,7.5,1.4,3.75,7.0,1.4,4.2,6.75,1.5,3.4,6.0
1,3,A,1,2,A,2.4,3.3,2.87,2.25,3.2,3.0,2.2,2.9,3.2,2.37,3.0,2.75,2.3,3.1,2.9,2.3,3.0,2.8
2,2,D,1,0,H,2.25,3.3,3.1,2.25,3.2,3.0,2.2,3.0,3.1,2.2,3.2,2.8,2.2,3.1,3.1,2.1,3.1,3.1
0,1,A,0,1,A,1.61,3.6,6.0,1.65,3.4,5.5,1.65,3.4,4.7,1.61,3.25,5.0,1.55,3.5,6.0,1.62,3.3,5.0
2,0,H,1,0,H,5.0,3.75,1.66,5.0,3.3,1.67,5.2,3.4,1.6,5.5,3.25,1.57,5.0,3.6,1.6,5.0,3.5,1.57
0,1,A,0,1,A,2.05,3.25,3.75,2.0,3.2,3.4,1.9,3.2,3.6,1.9,3.2,3.5,2.1,3.2,3.2,1.95,3.1,3.5
1,1,D,0,0,D,1.5,4.0,7.0,1.45,3.6,7.5,1.45,3.6,7.0,1.36,3.75,8.0,1.4,4.2,6.75,1.4,3.75,7.0
1,0,H,0,0,D,1.22,5.5,15.0,1.2,5.5,11.0,1.22,4.8,11.0,1.22,5.0,10.0,1.22,5.25,11.0,1.17,5.5,12.0
0,1,A,0,1,A,2.1,3.3,3.5,2.2,3.0,3.2,2.2,3.1,3.0,2.0,3.2,3.2,2.1,3.2,3.2,2.05,3.2,3.1
1,1,D,0,0,D,3.25,3.3,2.2,3.2,3.2,2.1,3.0,3.1,2.2,2.8,3.2,2.2,3.0,3.2,2.2,3.0,3.2,2.1
1,2,A,0,1,A,3.25,3.3,2.2,3.0,3.2,2.2,2.8,3.1,2.3,2.8,3.2,2.2,3.3,3.1,2.1,2.88,3.1,2.2
0,2,A,0,0,D,2.25,3.3,3.2,2.3,3.2,2.8,2.2,3.1,3.0,2.2,3.2,2.8,2.3,3.1,2.9,2.2,3.2,2.8
1,1,D,1,1,D,1.75,3.3,5.5,1.73,3.2,4.75,1.7,3.3,4.5,1.66,3.3,4.5,1.7,3.3,4.75,1.7,3.3,4.33
1,0,H,1,0,H,1.83,3.4,4.5,1.83,3.25,4.0,1.85,3.2,3.8,1.8,3.2,4.0,1.9,3.2,3.8,1.8,3.1,4.0
1,1,D,1,0,H,2.37,3.25,3.0,2.3,3.2,3.0,2.2,3.1,3.0,2.2,3.2,2.8,2.4,3.1,2.75,2.38,3.0,2.7
0,1,A,0,0,D,3.1,3.3,2.3,3.0,3.2,2.3,2.8,3.1,2.3,2.75,3.2,2.25,3.0,3.1,2.25,2.8,3.1,2.25
1,1,D,1,0,H,2.8,3.25,2.5,2.75,3.2,2.5,2.55,3.1,2.55,2.6,3.0,2.5,2.75,3.1,2.4,2.62,2.9,2.5
1,0,H,0,0,D,1.72,3.5,5.0,1.65,3.4,5.5,1.6,3.5,5.0,1.61,3.25,5.0,1.65,3.4,5.0,1.7,3.2,4.5
1,2,A,1,2,A,1.61,3.6,6.0,1.6,3.5,6.0,1.65,3.4,4.7,1.53,3.5,5.5,1.55,3.5,6.0,1.57,3.3,5.5
0,0,D,0,0,D,2.0,3.3,3.8,2.0,3.2,3.6,2.1,3.1,3.2,2.0,3.2,3.2,2.0,3.2,3.5,2.1,3.1,3.1
1,0,H,1,0,H,2.37,3.25,3.0,2.3,3.2,3.0,2.3,3.1,2.8,2.25,3.2,2.75,2.3,3.1,2.9,2.38,3.0,2.7
7,0,H,5,0,H,1.3,5.0,10.0,1.27,5.0,11.0,1.22,4.8,11.0,1.25,4.5,10.0,1.25,5.0,10.0,1.25,4.5,10.0
0,2,A,0,0,D,2.5,3.25,2.8,2.5,3.2,2.75,2.5,3.1,2.6,2.25,3.2,2.75,2.4,3.2,2.7,2.3,3.1,2.75
3,1,H,2,0,H,1.72,3.5,5.0,1.75,3.25,5.0,1.7,3.2,4.7,1.66,3.3,4.5,1.75,3.25,4.5,1.73,3.2,4.33
2,1,H,2,1,H,4.75,3.5,1.8,5.0,3.25,1.7,4.5,3.3,1.7,5.0,3.5,1.57,4.75,3.2,1.73,4.5,3.3,1.67
2,4,A,1,2,A,2.5,3.3,2.75,2.5,3.2,2.65,2.5,3.1,2.6,2.37,3.2,2.6,2.6,3.2,2.5,2.4,3.1,2.6
