FTHG,FTAG,B365H,B365D,B365A
1,0,1.83,3.75,4.2
0,1,7,4.33,1.45
1,0,2.3,3.2,3.25
1,1,1.95,4.2,3.4
0,3,1.65,4.1,5
0,2,6.5,4.75,1.45
1,2,2.15,3.6,3.2
2,0,4,4,1.8
1,0,1.3,5.5,9.5
2,3,3.9,3.9,1.85
0,1,3,3.25,2.4
0,0,3,3.75,2.2
3,0,1.85,4,3.8
1,0,2.75,3.1,2.75
1,1,2.3,3.25,3.25
0,2,2.05,3.25,3.75
1,1,5.5,4.2,1.57
5,0,1.16,7.5,16
0,1,1.95,3.8,3.6
1,0,2.6,3.2,2.8
2,3,4,3.5,1.95
0,0,2.05,3.5,3.6
1,2,2.05,3.4,3.75
1,2,1.5,4.33,6.5
2,1,2.25,3.6,3
1,1,4,3.5,1.9
2,0,1.1,11,19
1,3,3.6,3.6,2
3,1,1.5,4.5,6
1,5,2.87,3.2,2.55
1,2,3.8,3.5,1.95
2,0,1.95,3.6,3.8
4,0,1.5,4.33,6.5
1,2,2.45,3.4,2.9
1,2,2.15,3.7,3.1
0,1,2.25,3.25,3.25
2,1,2.45,3.2,3
0,0,4.33,4.2,1.72
1,0,4.33,4.2,1.7
3,0,1.7,3.75,5
1,1,4.5,3.9,1.72
1,1,9,5.5,1.3
0,1,1.53,4.2,6.25
3,0,2,3.5,3.8
2,1,5.25,3.8,1.66
1,1,1.09,11,21
1,1,2.25,3.5,3.1
5,2,1.75,4,4.33
0,2,2.15,3.6,3.25
0,0,2.87,3.3,2.5
2,1,1.75,3.8,4.5
1,1,2.05,3.4,3.6
0,0,1.75,3.8,4.5
2,3,7,4.6,1.44
0,7,6.5,4.33,1.5
0,1,7,4.5,1.44
2,1,2.45,3.5,2.8
1,1,2.5,3.25,2.9
1,1,1.65,3.75,5.5
0,2,2.05,3.5,3.6
6,2,1.66,4.33,4.5
0,3,3.6,3.8,1.95
2,1,3.5,3.25,2.2
3,0,1.44,5,6.25
2,2,2.9,3.6,2.3
3,0,1.9,3.75,3.8
0,0,3.2,3.3,2.3
3,1,4,3.6,1.9
2,0,1.11,10,19
0,1,4.2,3.6,1.85
1,0,1.72,4,4.33
2,2,2.3,3.4,3.1
1,1,1.11,10,19
1,1,3.6,3.25,2.15
1,1,3.75,3.5,2
1,1,1.61,4.2,5
0,1,3.25,3.5,2.2
1,0,2.37,3.1,3.25
0,0,2.1,3.6,3.4
0,5,3.6,3.6,2
1,0,1.53,4.2,6.25
0,0,12,6,1.25
0,1,2.1,3.5,3.5
2,1,1.72,4.2,4.2
3,0,1.75,4.1,4.2
2,0,1.95,3.5,3.9
3,3,2.62,3.25,2.75
0,4,5.75,4,1.57
1,2,5.25,4.2,1.61
1,3,3,3.7,2.2
1,0,5,4.33,1.61
1,0,2.45,3.1,3.1
0,1,7,4.5,1.45
1,2,2.45,3.1,3.1
1,0,1.14,8.5,16
1,1,1.36,5,8.5
0,0,1.53,4,6.5
2,3,1.6,3.5,7
0,1,2.1,3.5,3.4
1,0,1.8,3.5,4.75
0,1,6.5,4.33,1.5
2,0,1.8,3.75,4.5
1,3,6.25,3.75,1.6
0,0,1.95,3.8,3.6
4,0,1.14,8.5,17
3,0,1.4,4.5,8
2,1,1.57,4.2,5.5
2,0,2.87,3.4,2.45
2,0,1.22,6.5,12
1,2,6,4.33,1.53
0,1,1.18,7.5,15
2,0,1.45,4.75,6.5
2,3,3.1,3.25,2.37
1,2,3.9,3.8,1.85
1,3,3.5,3.6,2.05
0,5,15,7.5,1.18
3,2,3.8,3.5,1.95
0,0,1.6,4.2,5.25
0,0,2.05,3.4,3.75
1,1,2.8,3.3,2.55
1,2,1.25,6,11
1,3,3.2,3.6,2.2
0,2,1.55,4,6.5
1,0,2.87,3.2,2.55
1,0,1.12,9,18
2,2,3.3,3.2,2.3
0,0,2.8,3.5,2.45
0,1,2.8,3.6,2.37
2,0,1.33,5,9.5
1,3,1.8,4,4.2
1,3,4.33,4,1.75
1,0,3.2,3.4,2.25
2,1,2,3.3,4
2,1,3.6,3.3,2.1
9,0,1.4,4.75,7
1,2,2.8,3.2,2.6
0,2,13,7,1.2
0,2,4,3.5,1.9
1,2,2.5,3.5,2.7
1,3,2.2,3.4,3.25
0,1,1.33,5.25,9
0,1,3.5,3.4,2.1
1,0,2.62,3.5,2.6
1,1,3.6,3.1,2.2
3,2,3,3.3,2.4
0,0,3.6,3.5,2.05
3,3,1.53,4.2,6
2,0,1.45,4.5,7
0,0,3.5,3.4,2.1
1,4,3.4,3.6,2.05
1,2,7,4.5,1.45
2,0,1.8,3.8,4.2
3,1,3.5,3.4,2.1
0,3,2.37,3.1,3.2
3,0,1.28,5.75,9.5
0,0,2.7,3.5,2.5
1,2,2.37,3.2,3.1
1,1,10,5.5,1.3
4,2,1.83,3.8,4
0,2,1.85,3.6,4.2
3,0,1.66,3.75,5.25
2,0,1.22,6.5,12
1,1,2.75,3.2,2.7
1,3,8.5,5.5,1.33
1,0,2.37,3.3,3
1,1,5,3.8,1.7
0,0,2,3.3,4
0,2,1.44,4.5,7
1,0,2.15,3.2,3.6
2,1,2.62,3.4,2.7
1,2,2.87,3.5,2.4
0,1,6.5,4.33,1.5
3,1,1.28,5.5,10
1,2,1.7,3.5,5.5
3,0,2.25,3.5,3.1
2,1,1.22,6.5,12
1,0,4.2,3.3,1.95
0,1,2.15,3.6,3.2
1,1,3.5,3.2,2.2
0,0,3.5,3.2,2.2
1,3,2.5,3.4,2.8
4,0,1.53,4,6.5
0,0,2.15,3.4,3.4
0,2,8,5,1.36
1,0,2.15,3.5,3.3
4,1,1.18,7,15
1,1,4,3.25,2
1,0,3.75,3.4,2.05
0,0,8,4.75,1.4
0,1,4,3.6,1.9
0,1,4.33,3.6,1.83
0,1,2.25,3.6,3
1,1,5.5,4,1.61
0,2,3.6,3.5,2
0,0,2.37,3.25,3.1
1,2,2.55,3.25,2.8
0,0,2.37,3.2,3.1
0,1,1.36,5,8.5
0,2,1.45,4.5,7
4,1,1.45,4.5,7
2,0,1.53,4,6.5
2,0,2.05,3.6,3.5
5,2,1.18,7.5,15
1,1,3.8,3.3,2.05
0,0,4.75,4,1.7
1,0,2.15,3.2,3.6
1,2,1.83,3.5,4.5
0,3,10,5,1.33
1,2,2.9,3.1,2.5
5,0,1.5,4.2,6.5
2,1,2.55,3.4,2.75
1,0,1.83,3.6,4.33
0,1,4.75,3.75,1.72
1,2,2.37,3.4,3
3,0,1.66,3.5,6
3,3,2.8,3.5,2.45
0,2,2.9,3.3,2.45
2,5,1.22,6,15
2,1,1.5,4.33,6.5
0,2,6,4.2,1.53
0,3,3.1,3.7,2.15
3,2,2.05,3.3,3.8
2,2,5.5,4,1.6
3,1,2.25,3.3,3.3
2,1,1.61,4,5.5
1,1,1.75,3.5,5
2,3,2.87,3.2,2.55
0,1,2.5,3,3.1
1,2,1.28,5.75,10
2,1,1.5,4.33,6.5
1,4,7,3.8,1.53
1,2,2.3,3.1,3.4
3,2,3,3.3,2.37
1,3,2.87,3.4,2.45
0,3,6.5,3.75,1.57
3,0,3.6,3.3,2.1
0,0,2.25,3.3,3.3
2,2,3.4,3.5,2.1
3,2,3.5,3.5,2.05
1,0,1.66,3.5,5.75
1,1,1.7,3.8,4.8
3,1,1.33,5.25,9
1,1,4.5,4.33,1.66
0,0,1.57,4,6
2,1,1.75,3.8,4.5
1,2,9,4.75,1.36
3,0,1.53,3.8,6
0,1,2,3.5,3.75
1,1,1.22,6.5,12
0,1,4.75,3.6,1.75
1,0,5.25,3.4,1.75
0,4,2,3.4,3.9
0,0,4,4.2,1.75
2,2,1.85,3.6,4.2
2,1,1.4,4.33,8.5
1,1,3.8,3.8,1.9
0,2,10,5,1.33
2,0,2.05,3.5,3.5
2,0,1.44,4.4,7.5
1,2,1.95,3.6,3.8
0,2,3.6,3.6,2
4,0,1.25,6,12
1,1,2.9,3.2,2.5
1,2,3.1,3.6,2.2
2,4,1.4,4.75,8
3,1,3.4,3.8,2
0,2,3,3.2,2.45
1,2,1.9,3.4,4.2
2,0,1.25,6,11
2,1,3.3,3.3,2.2
1,3,4.2,3.8,1.8
0,1,2.2,3.5,3.2
3,1,1.44,4.5,7
0,2,2.2,3.4,3.3
1,2,2.5,3.4,2.8
3,1,2.05,3.6,3.5
0,1,1.65,4,5
0,0,2.7,3.4,2.6
2,4,3,3.75,2.2
3,4,11,6,1.25
0,4,3.2,3.75,2.1
3,1,2,3.6,3.6
1,1,2.9,3.6,2.3
3,2,3,3.6,2.25
2,0,1.5,4.33,6.5
1,2,12,6.5,1.22
0,1,1.36,4.75,8.5
1,1,1.28,6,9
0,2,2.55,3.9,2.5
3,2,7,4.5,1.45
2,1,1.7,3.75,5
1,0,1.85,3.6,4.2
1,0,1.72,3.8,4.75
1,2,1.5,4.5,6
1,3,6,4.5,1.5
0,3,11,7,1.22
1,3,5,4.33,1.6
2,0,1.57,4.33,5.25
2,1,6.5,4.6,1.45
0,2,2.05,3.8,3.3
3,1,1.4,5.25,6.5
2,4,2,4,3.3
2,0,1.14,8.5,15
5,0,1.44,5,6.5
1,0,2.8,3.6,2.4
3,0,1.65,4,5
1,2,2.5,3.5,2.7
2,0,4,3.4,1.95
5,1,1.53,4.5,5.75
1,2,3.1,3.1,2.45
3,0,1.25,5.75,13
3,1,1.9,3.5,4
1,0,1.66,3.8,5.25
3,2,3.1,3.2,2.37
0,3,9,5.75,1.3
2,4,3.2,3.5,2.2
1,0,5.5,4.2,1.6
2,0,1.18,7.5,13
2,0,1.8,3.75,4.33
0,0,2.55,3.2,2.87
2,2,2.37,3.4,3
5,0,1.08,11,26
2,0,1.7,3.5,5.75
1,1,5.5,4.2,1.57
0,1,3.2,3.2,2.35
0,2,4.75,3.75,1.72
4,1,2.5,3.5,2.75
5,0,1.25,6,12
1,1,1.95,3.6,3.8
0,2,2.3,3.2,3.3
2,2,2.5,3.4,2.8
1,2,4.5,3.5,1.85
2,2,1.55,4,6.5
1,1,2.45,3.3,2.9
1,1,3.1,3.5,2.25
1,0,1.36,4.75,9
0,1,5,3.5,1.75
3,0,4.2,3.5,1.9
1,0,1.5,4.6,6
0,1,2.8,3.2,2.62
0,1,6,4,1.57
4,1,1.18,7.5,15
0,0,2.9,3.5,2.4
0,2,3.4,3.2,2.25
3,0,1.28,5.5,11
0,3,4.33,4,1.75
3,1,1.7,3.75,5
1,1,3,3.6,2.3
0,2,1.83,3.25,5
0,1,3.8,3.6,1.95
3,0,1.2,7,13
0,0,1.12,9.5,17
1,3,2.15,3.3,3.5
3,0,2.4,3.3,3
2,1,2.7,3.2,2.75
1,2,4.33,4,1.75
0,3,5,3.8,1.7
0,1,2.62,3.2,2.75
0,1,1.36,5.25,8
2,0,1.61,3.8,5.75
1,2,3,3.6,2.25
2,2,1.57,4,6
1,1,2.2,3.4,3.3
3,3,7,4.5,1.45
0,1,2.62,3.2,2.8
3,1,2.15,3.3,3.5
1,1,3.1,3.2,2.45
1,1,1.45,4.33,7.5
0,0,1.85,3.6,4.33
3,1,1.36,4.75,9
1,0,1.7,4,4.75
2,1,1.61,4.2,5.25
0,0,3,3.25,2.4
2,2,3.1,3.4,2.3
2,1,2.1,3.6,3.4
1,2,1.75,3.75,4.75
2,2,2.87,3.5,2.4
0,5,8.5,5.5,1.33
2,3,2.15,3.25,3.5
4,2,3.5,3.6,2.05
2,0,1.12,9,19
0,0,3.6,3.4,2.1
1,0,2.3,3.5,3
0,1,6.5,3.8,1.57
0,1,2.5,3.4,2.8
2,3,3.5,3.6,2.05
2,2,1.6,3.8,6
3,1,1.83,3.75,4.2
7,0,1.18,7,15
1,1,1.9,3.6,4
2,5,1.65,3.8,5.5
1,1,2.4,3.4,2.87
2,2,1.95,3.5,3.9
1,4,8,4.75,1.4
1,2,2.62,3.3,2.7
1,0,2.3,3.5,3
0,5,3.1,3.6,2.2
0,2,2.4,3.5,2.87
3,1,2.6,3.3,2.75
2,2,1.22,6.5,13
0,2,1.14,8,19
0,3,8.5,5,1.36
0,1,3.2,3.3,2.3
0,3,2.87,3.6,2.37
1,2,3.4,3.5,2.1
1,4,2.8,3.5,2.45
2,1,2.2,3.2,3.5
1,0,1.95,3.6,3.75
0,2,4.75,4,1.7
1,2,1.6,4,5.75
1,1,1.25,6,12
2,0,2.45,3.2,3
1,1,1.57,3.9,6
1,0,1.36,4.75,8.5
0,0,3.1,3.25,2.37
1,1,2.8,3.5,2.45
3,2,4.75,4,1.7
0,3,4.75,3.75,1.75
2,0,2.45,3.3,2.9
3,3,2.7,3.2,2.7
3,3,2.62,3.4,2.7
2,1,3.6,3.5,2.05
4,1,6.5,4.75,1.45
1,0,3,3.25,2.4
4,0,1.45,4.75,6.5
3,0,1.14,8,19
2,1,1.7,4.2,4.5
2,0,1.44,4.75,7
1,2,2.2,3.4,3.3
4,0,1.28,6,9
0,0,3.5,3.3,2.15
0,0,2.05,3.4,3.75
1,0,2.25,3.2,3.4
4,2,1.61,4,5.5
2,1,1.28,5.75,10
1,1,1.57,4,6
1,1,1.95,3.5,3.9
1,0,2.4,3.3,3
2,2,2.37,3.5,2.87
1,2,10,5.25,1.3
1,1,1.95,3.6,3.8
0,0,1.85,3.5,4.33
1,2,9,5.25,1.33
1,4,7.5,5.25,1.36
2,0,1.6,4.2,5.25
3,2,1.95,3.75,3.75
3,2,4.75,3.6,1.75
1,0,2.3,3.3,3.2
1,1,2.45,3.2,3
0,1,8,4.75,1.4
1,3,12,7,1.2
2,2,1.95,3.6,3.8
1,0,1.5,4.33,6.5
3,0,1.36,5,8.5
2,1,2.37,3.4,3
2,1,3.4,3.5,2.1
2,1,2.25,3.3,3.3
1,0,1.14,8,19
3,0,1.61,4,5.5
3,2,1.25,5.75,12
1,0,1.2,7,13
0,1,7,4.5,1.45
0,0,3.6,3.6,2
4,0,1.66,4.1,4.75
3,1,2.3,3.2,3.3
0,2,3.3,3.3,2.25
7,0,1.14,8.5,15
0,1,2.25,3.1,3.5
2,2,2.15,3.3,3.5
2,0,2.1,3.6,3.3
1,1,1.22,6.5,13
3,1,1.12,9,19
1,4,3.9,3.8,1.83
0,4,13,7.5,1.18
0,0,7,4.2,1.5
2,2,5.25,4.75,1.53
6,3,1.18,7.5,13
0,5,8,4.75,1.4
3,0,1.72,3.8,4.75
2,3,1.8,3.9,4.2
1,3,5.25,3.8,1.65
2,0,1.9,3.4,4.2
1,1,6.5,4.75,1.44
3,0,1.65,3.75,5.5
1,1,3.75,3.5,2
1,4,3.4,3.6,2.1
1,0,8,5.5,1.33
1,1,1.4,4.5,7.5
0,1,19,8,1.14
3,1,1.36,5,9
1,2,5.75,4.75,1.5
0,1,5,4.2,1.61
2,3,3.1,3.4,2.3
2,1,3,3.3,2.4
2,3,2.75,3.2,2.62
3,1,2.05,3.5,3.5
2,2,3.1,3.5,2.25
0,1,1.53,4.33,6
4,1,2.05,3.4,3.6
2,0,1.28,5.5,10
1,1,2.05,3.3,3.8
1,0,1.65,4,5
1,1,2,3.6,3.6
2,1,3.75,3.5,2
3,1,2.25,3.2,3.4
2,2,2.87,3.5,2.4
3,0,1.3,5.5,10
2,3,1.61,4.2,5
1,1,4.75,3.75,1.72
2,3,3,3.5,2.3
1,3,4.5,3.7,1.8
0,3,2,3.5,3.75
0,1,2.75,3.25,2.62
1,2,3.2,2.8,2.6
0,1,2,3.5,3.75
1,0,1.85,3.8,4
1,1,10,6.5,1.25
0,0,1.36,4.75,9
1,3,6,4.2,1.53
1,1,2.5,3.25,2.9
2,0,1.61,4.2,5
0,0,2.2,3.25,3.5
3,1,2.5,3.25,2.87
1,0,1.55,4.2,5.75
1,1,5.5,4,1.61
2,0,1.1,9.5,23
1,1,3.5,3.25,2.15
2,3,1.6,4,5.5
3,3,1.8,3.8,4.2
2,0,1.25,6.5,10
0,1,3.5,3.2,2.2
1,1,1.6,4,5.5
0,0,2.55,3.1,3
3,0,2.25,3.5,3
0,2,3.5,3.3,2.05
0,4,15,8,1.16
0,1,10,5.25,1.28
1,0,2.7,3.3,2.62
0,2,1.7,3.6,5.5
2,2,2.9,3.5,2.3
2,0,1.72,3.75,4.75
1,1,1.7,4,4.75
2,1,1.44,4.2,8
0,1,1.65,3.6,5.75
0,3,1.66,3.5,6
0,1,5.5,3.8,1.65
3,1,1.1,9,23
2,0,2.1,3.5,3.5
2,3,1.28,6,10
2,4,3.9,3.8,1.85
2,1,2.25,3.3,3.25
1,0,4.6,3.8,1.75
1,4,3.1,3.3,2.3
6,0,1.16,8,15
2,1,1.65,3.8,5.5
2,0,1.53,4.33,6
0,4,4.2,3.6,1.85
0,2,2.5,3.2,3
1,1,1.9,3.6,4
0,0,1.3,5.5,9.5
0,2,2.2,3.3,3.5
0,1,10,5.75,1.28
1,0,2.05,3.3,3.8
0,2,2.9,3.4,2.4
1,0,1.75,4,4.2
4,0,2.3,3.5,3
0,4,6.5,4.33,1.5
2,1,2.75,3.2,2.62
1,3,2.9,3.1,2.5
0,2,2.3,3.1,3.4
1,0,1.28,5.75,9.5
2,3,6,4,1.57
4,1,1.4,4.75,7.5
5,0,1.57,3.8,5.75
1,3,11,4.75,1.3
1,2,2,3.75,3.5
4,0,1.75,3.6,4.5
0,3,2.7,3.5,2.5
0,2,6,4.33,1.5
2,0,2.15,3.2,3.6
3,2,2.2,3.4,3.25
1,0,1.3,5.25,11
0,1,2.3,3.2,3.3
2,1,1.55,4.2,5.75
1,2,1.6,4.2,5.25
2,1,2.25,3.3,3.3
2,0,1.5,4.5,6
0,0,10,5,1.33
0,2,3.3,3.3,2.25
0,2,3.5,4,1.9
1,0,2.4,3.25,3.1
2,3,2.1,3.5,3.4
0,1,3,3.3,2.4
2,1,2.15,3.4,3.4
3,1,1.72,3.8,4.75
2,0,1.12,9.5,17
0,0,1.5,4,7
0,2,15,6.5,1.2
1,4,1.33,5,10
1,1,2.37,3.75,2.75
2,1,3,3.1,2.55
1,1,1.5,4.5,6
2,1,1.75,3.8,4.5
5,1,1.5,4.33,6.5
3,0,4,3.4,1.95
3,2,2.62,3.1,2.87
1,0,2.25,3.1,3.4
1,0,4.6,3.75,1.75
1,2,1.61,3.8,5.75
0,6,3.8,3.6,1.95
0,3,2.7,3.4,2.55
0,4,3.2,3.4,2.25
2,0,2.62,3.3,2.62
2,1,2.37,3.3,2.9
2,0,2.87,3.2,2.55
2,2,2,3.75,3.5
0,1,1.53,4,6.5
3,2,1.25,6.5,10
1,0,3.8,3.6,1.95
1,2,2.7,3.3,2.55
2,1,2.2,3.4,3.3
1,1,1.7,3.8,5
4,0,1.4,5,7
2,4,1.83,3.6,4.33
1,1,2.25,3.4,3.25
1,0,2.25,3.4,3.25
3,0,1.16,7,17
2,0,2.75,3.25,2.62
3,1,2.05,3.5,3.5
0,0,2.8,3.4,2.5
5,1,1.1,10,26
0,3,3.5,3.3,2.15
0,0,4.33,3.5,1.85
2,2,2.1,3.4,3.6
1,0,2.7,3,2.87
1,0,1.5,4.33,6.5
2,0,1.18,7,15
0,0,2.05,3.5,3.5
1,1,3.2,3.4,2.25
0,1,8.5,5,1.36
2,0,1.4,4.5,9
1,2,2.4,3.3,3.1
1,2,2.6,3.3,2.75
0,3,2.7,3.2,2.75
0,4,8.5,6,1.3
1,0,5,3.6,1.75
3,1,1.44,4.75,7
1,2,4.33,3.8,1.8
3,0,1.72,4,4.5
3,0,2.15,3.5,3.3
1,3,3,3.3,2.4
2,2,1.33,5,9.5
1,0,1.65,4,5
4,0,2.8,3.5,2.45
1,1,1.4,5,7
2,1,1.45,4.5,7
1,2,2.6,3.3,2.75
0,4,4.5,3.8,1.75
5,0,1.16,7,17
1,2,7.5,4.75,1.4
0,3,4.75,4.2,1.65
3,0,1.44,4.75,7
0,0,4.2,3.6,1.83
1,5,11,6,1.25
3,0,2.05,3.75,3.5
1,0,1.33,5.25,9
1,1,2,3.5,3.75
1,1,2.62,3.5,2.62
1,5,3.8,3.5,1.95
2,2,7.5,5,1.4
1,1,1.45,4.75,6.5
2,3,2.05,3.6,3.5
2,0,4.33,3.6,1.83
1,2,7.5,5.5,1.33
3,2,1.9,3.4,4.33
1,1,2.05,3.5,3.6
1,1,1.4,4.75,8
5,1,1.36,4.75,9
1,2,2.45,3.8,2.62
3,1,2.37,3.5,2.9
1,2,2.25,3.4,3.2
2,1,1.18,7.5,15
1,0,3,3.6,2.25
4,1,1.85,4,3.8
3,1,1.14,8.5,15
3,2,1.16,8,17
0,5,9.5,6.5,1.25
0,2,4.2,3.6,1.85
2,2,11,6,1.25
2,0,3.75,3.5,2
2,1,2.25,3.4,3.2
2,0,1.66,3.8,5.25
4,1,1.33,5.5,8.5
0,1,5.5,4,1.61
2,2,2,3.75,3.5
1,2,1.6,4.2,5.25
0,2,8,5,1.36
2,1,1.8,3.5,4.75
4,2,1.53,4.33,5.75
0,0,2.45,3.2,3
4,0,1.06,13,29
2,2,2.25,3.5,3.1
0,0,2.3,3.3,3.2
4,0,3.75,3.5,2
1,0,4.2,3.6,1.85
2,2,2.25,3.4,3.2
1,1,1.18,6.75,16
1,0,1.4,4.75,7.5
3,1,2.5,3.25,2.9
1,1,1.9,3.6,4
3,2,2.45,3.4,2.9
1,2,1.83,4,4
0,3,8,4.75,1.4
3,0,5.75,4.5,1.53
0,2,2.3,3.4,3.1
3,3,7.5,5,1.36
2,1,5.25,4.33,1.6
0,1,4.2,4,1.8
1,1,2,3.5,3.75
1,0,1.9,3.8,3.8
2,1,1.4,5,7
9,0,1.1,10,26
4,2,1.18,7.5,13
2,1,1.3,5.75,9
0,1,2.3,3.4,3.1
1,1,2.7,3.3,2.7
0,2,7,4.6,1.44
1,1,2.05,3.4,3.6
2,1,3.1,3.3,2.3
2,1,5.25,4,1.61
1,1,2.15,3.5,3.3
2,1,1.45,4.5,6
0,0,3.5,3.3,2.15
6,0,1.06,13,29
1,1,3.6,3.8,1.95
2,1,1.33,5.25,9
0,1,3.4,3.75,2.05
0,0,7,4.75,1.4
5,2,2.1,3.5,3.4
2,1,1.55,4.5,5.5
0,0,2,3.5,3.75
2,3,1.95,3.5,3.8
2,1,1.5,4.5,6.5
1,0,2.2,3.4,3.25
1,1,8,5.5,1.33
5,2,1.83,3.5,4.5
3,1,2.5,3.5,2.7
1,0,2.1,3.5,3.5
2,3,2.75,3.3,2.62
0,3,9.5,5,1.33
1,1,1.44,4.4,7.5
6,2,1.45,4.5,7
0,3,4.2,3.8,1.8
1,0,2.9,3.25,2.5
3,1,2.05,3.75,3.3
0,0,3.3,3.4,2.2
1,2,4.2,3.6,1.85
1,4,3,3.4,2.37
3,3,1.33,5.25,8.5
1,2,2.15,3.4,3.4
2,0,1.95,3.5,4.2
6,3,1.33,5.75,7.5
0,0,2.35,3.4,3
4,0,1.75,4,4.33
2,1,3.6,3.4,2.05
3,0,1.4,4.5,8
4,0,1.11,10,17
5,1,1.83,3.8,4.2
0,1,2.8,3.4,2.5
2,1,2.05,3.5,3.6
3,1,1.72,3.8,4.75
3,2,2.5,3.6,2.62
1,2,3.6,3.5,2.05
1,1,3.3,3.4,2.2
2,0,3.1,3.4,2.3
0,0,2.3,3.4,3.1
2,2,1.85,3.75,4
1,0,1.7,3.75,5
2,0,1.5,4.5,6.5
0,2,4.33,3.75,1.8
0,1,6,4.2,1.55
0,0,1.95,3.8,3.5
1,1,2.9,3.4,2.4
1,0,3.6,4,1.9
0,0,1.4,4.75,7
2,1,2.25,3.1,3.4
0,1,2.62,3.3,2.62
0,0,4.75,3.8,1.72
1,0,1.4,5,7
1,0,1.6,3.8,5.75
2,0,2.45,3.5,2.75
3,0,2.9,3.3,2.5
2,0,2.25,3.6,3
1,0,11,6,1.25
3,0,2.6,3.2,2.87
3,1,1.2,7,13
1,1,2.05,3.5,3.5
4,0,2.1,3.5,3.5
2,3,2.05,3.5,3.6
1,1,6,4,1.57
0,4,2.25,3.25,3.25
1,2,2.05,3.5,3.5
2,0,1.55,4,6
0,1,10,6.5,1.25
2,3,5,3.8,1.7
1,1,2.2,3.4,3.3
4,1,3,3.3,2.4
1,0,1.9,3.6,4
4,0,1.8,3.75,4.5
0,0,2.37,3.4,3
1,2,1.3,6,9
5,0,1.2,7,12
1,0,1.66,4,4.8
4,3,1.72,3.8,4.75
2,1,1.11,9.5,19
2,2,2.75,3.3,2.6
2,3,3.3,3.3,2.25
0,2,2.4,3.3,3
0,1,2.55,3.4,2.7
3,1,3.3,3.8,2.1
1,4,4,3.6,1.9
1,2,1.9,3.4,4.2
1,2,3.3,3.6,2.1
1,2,1.14,8,17
3,0,2.8,3.25,2.6
3,1,1.25,6.5,11
1,0,3.1,3.1,2.45
4,3,1.65,4.2,4.75
0,2,2.05,3.4,3.75
1,0,2.35,3.4,3
0,2,6,4.2,1.55
1,2,1.83,3.75,4.2
1,2,3.8,3.8,1.9
2,2,4,3.6,1.91
0,3,2.05,3.6,3.5
1,2,2.3,3.25,3.2
0,3,3.25,3.5,2.2
1,3,3.3,3.5,2.15
1,3,4.75,4,1.7
3,1,1.5,4.33,6.5
2,0,1.3,5.5,10
3,0,1.29,5.5,11
1,3,9.5,6,1.29
0,2,2,3.6,3.6
2,1,1.29,6,9.5
0,1,4,3.6,1.91
0,2,2.8,3.3,2.5
2,1,1.95,3.6,3.75
1,1,1.13,9,19
0,0,1.45,4.5,7
2,4,3.4,3.5,2.1
0,2,1.67,4,5
1,1,5,3.8,1.7
3,1,5.5,4.33,1.55
0,0,1.8,3.8,4.33
1,4,3.5,3.5,2.1
0,1,2.2,3.6,3.1
3,0,1.29,5.5,11
0,1,2,3.5,3.8
2,2,2.6,3.5,2.6
1,1,1.95,3.6,4
0,4,3.4,3.5,2.15
0,1,5,4,1.67
2,1,3.3,3.5,2.15
2,1,1.91,3.6,4
2,1,4.2,3.6,1.85
3,0,3.4,3.6,2.1
1,2,2.25,3.25,3.3
2,0,2.7,3.3,2.63
1,0,2.63,3.3,2.7
2,0,1.65,4,5.25
1,0,1.62,4,5.25
1,0,1.5,4.33,6.5
0,2,3.1,3.6,2.2
1,1,4.5,3.6,1.8
4,2,1.36,5,8.5
0,0,1.85,3.75,4
1,1,2.75,3.1,2.75
2,2,3.6,3.5,2.05
0,1,2.88,3.25,2.55
2,0,1.8,3.75,4.75
0,0,4.4,3.5,1.85
0,0,2.38,3.6,2.88
3,0,1.2,8,11
3,2,1.8,3.8,4.2
0,1,3.3,3.6,2.1
0,0,1.62,4,5.25
1,0,8.5,4.5,1.4
2,4,1.95,3.6,3.8
3,0,1.85,3.6,4.2
1,0,1.33,5.25,8.5
2,1,1.4,4.75,8
3,0,4,3.8,1.85
1,1,1.6,3.8,6
1,0,2.63,3.3,2.7
1,0,4.33,4.2,1.73
2,2,1.45,5,6
1,1,3.3,3.3,2.25
1,1,1.44,4.75,7
1,1,3.8,3.5,2
2,0,1.91,3.5,4.33
4,1,3.4,3.6,2.1
1,2,2.9,3.2,2.55
1,1,6.5,4,1.53
0,2,3.75,3.8,1.91
3,1,1.25,6.5,11
2,0,1.5,4.33,6.5
1,3,2.9,3.5,2.35
2,4,4.5,3.6,1.5
1,1,1.83,3.5,4.5
0,1,1.65,3.8,5.5
0,1,1.4,4.75,8.5
1,0,2.4,3.3,3
1,1,8.5,5.5,1.3
0,1,1.67,3.6,6
0,2,2.5,3.5,2.7
3,0,1.62,4.33,5.25
2,0,1.75,3.6,4.75
1,1,2.5,3.2,3
0,2,2.5,3.2,3
1,0,1.95,3.5,4
0,1,4.75,4,1.7
4,0,1.75,3.6,5
1,4,10,5.75,1.29
0,0,4.75,3.8,1.73
2,0,2.55,3.25,2.9
4,0,1.36,4.75,10
2,0,1.5,4.75,6
2,0,1.45,4.5,7
3,2,1.22,7,12
1,0,2.05,3.3,3.8
4,0,1.8,3.6,4.5
1,0,1.62,4,5.5
