FTHG,FTAG,B365H,B365D,B365A
2,1,1.66,3.6,5
0,0,4,3.5,1.83
1,3,2.1,3.25,3.4
2,1,2.1,3.25,3.4
1,0,1.9,3.25,4
3,0,2.4,3.25,2.8
2,1,1.72,3.5,4.75
3,3,3,3.3,2.25
3,1,1.4,4.33,7.5
2,0,1.14,7,17
3,1,1.61,3.6,5.5
2,0,1.36,4.5,8
1,4,7,4.2,1.44
1,3,1.83,3.3,4.33
1,1,2.05,3.25,3.6
1,1,2.25,3.2,3.1
2,0,1.36,4.5,8
1,1,1.2,6,13
2,2,2.7,3.25,2.5
1,1,2.62,3.25,2.6
1,0,2.4,3.4,2.75
0,0,2.2,2.5,3.2
0,0,6,3.8,1.53
4,1,2.1,3.25,3.4
2,2,1.28,5,10
2,4,5,3.6,1.66
0,2,2.3,3.25,3
2,3,2.7,3.25,2.5
2,1,3.2,3.25,2.2
1,0,1.57,3.8,5.5
0,3,2.1,3.25,3.4
3,1,1.33,4.5,9.5
1,0,2,3.3,3.6
3,0,1.9,3.4,4
3,0,1.95,3.3,3.8
1,0,3.2,3.25,2.2
0,1,6,4,1.5
0,2,2.25,3.3,3
0,2,1.4,4.33,7.5
3,1,2.15,3.25,3.3
0,1,2.1,3.25,3.4
1,1,2.7,3.25,2.5
0,2,2.87,3.25,2.37
0,0,2.1,3.2,3.2
1,1,1.8,3.4,4.33
3,3,2,3.4,3.5
2,2,1.86,3.4,4
1,1,1.72,3.5,4.75
2,2,1.36,4.5,8
0,1,1.57,3.6,6
3,1,1.9,3.25,4
0,0,2.7,3.5,2.37
1,2,2.3,3.4,2.87
2,1,1.5,3.75,7
1,1,2.8,3.3,2.37
1,2,4,3.25,1.9
1,3,2.5,3.2,2.75
2,2,2.8,3.25,2.4
2,1,1.66,3.4,5.5
1,2,2.37,3.25,2.87
1,0,3.4,3.25,2.1
0,2,2,3.2,3.75
2,1,1.33,4.5,10
3,2,1.2,6,13
0,0,1.22,5.5,13
1,3,1.8,3.4,4.33
2,2,2.3,3.25,3
2,1,2.2,3.25,3.2
1,0,1.61,3.6,5.5
1,1,5.5,3.6,1.61
1,2,6.5,3.75,1.53
1,0,2.3,3.25,3
0,1,2.37,3.25,2.87
1,2,2.1,3.25,3.4
0,0,1.83,3.3,4.33
3,1,1.83,3.3,4.33
1,0,2.5,3.25,2.7
4,0,1.44,4,7.5
3,0,2.2,3.25,3.2
1,1,3.1,3.2,2.25
1,1,2.62,3.1,3.1
1,0,4.5,3.25,1.83
1,0,1.53,3.8,6
2,1,1.8,3.4,4.5
3,0,2.25,3.2,3
1,0,1.28,5,10
1,2,2.37,3.25,2.87
1,1,2.1,3.2,3.5
0,2,6,3.6,1.57
1,1,1.9,3.25,4
1,0,1.5,4,6
2,2,2.6,3.2,2.62
1,2,2.4,3.2,2.87
3,3,3.1,3.2,2.25
6,0,1.16,6,19
1,0,1.16,6,19
2,0,2,3.2,3.75
1,0,1.72,3.5,4.75
0,3,2.2,3.2,3.25
3,1,1.5,3.75,7
2,0,5.5,3.6,1.61
1,0,2.2,3.2,3.25
1,0,2.37,3.25,3
0,0,1.36,4.33,10
0,1,4.5,3.5,1.8
0,0,5,3.5,1.72
2,1,2.25,3.25,3.2
1,3,2.8,3.2,2.5
3,0,2,3.4,3.75
1,1,2.1,3.25,3.6
1,0,2.37,3.25,3
1,0,4.33,3.25,1.9
5,0,1.14,7,23
3,3,2.5,3.25,2.8
0,0,1.22,5.25,17
2,2,2.1,3.2,3.6
2,1,2.1,3.2,3.6
2,0,2.25,3.2,3.25
0,1,1.9,3.3,4.2
1,1,2.8,3.25,2.5
2,0,2.1,3.25,4
3,1,2,3.4,3.75
0,1,6.5,4,1.53
0,0,1.3,5,12
1,1,2.7,3.25,2.62
3,1,2.25,3.25,3.3
7,4,1.72,3.4,5.5
1,2,2.75,3.25,2.62
0,1,4.5,3.5,1.83
0,1,6.5,3.8,1.57
2,0,1.8,3.5,4.75
4,4,1.9,3.25,4.33
1,0,1.83,3.6,4.33
4,0,1.16,6.5,21
3,2,1.16,6.5,23
2,1,1.66,3.75,5.5
0,1,5,3.6,1.72
0,2,2.62,3.25,2.75
2,2,1.53,4,6.5
3,1,1.66,3.6,5.5
3,2,2.1,3.3,3.6
1,0,1.72,3.6,5
2,0,1.25,5.25,15
1,4,4.5,3.6,1.8
4,2,1.7,3.5,5.5
1,2,3.6,3.3,2.1
0,0,1.72,3.5,5.25
1,0,1.57,3.6,7
0,2,6,3.75,1.61
0,2,3.1,3.25,2.37
3,1,1.9,3.25,4.5
3,1,2.37,3.3,3
3,2,2.1,3.3,3.6
6,0,1.5,4,7
4,1,1.18,6.5,19
0,0,1.8,3.5,4.75
2,1,2.75,3.25,2.5
1,1,2.1,3.3,3.6
1,1,2.7,3.3,2.62
0,2,3.6,3.3,2.1
1,1,2.5,3.25,2.8
1,2,2.2,3.4,3.25
2,2,2.5,3.1,3
2,0,1.4,4.33,9
0,0,3,3.3,2.37
3,1,1.66,3.5,5.75
3,1,2.2,3.25,3.4
1,1,3,3.25,2.4
1,4,2.1,3.3,3.6
0,2,9,4.33,1.4
1,1,1.9,3.3,4.33
1,0,1.61,3.75,6
0,5,3.25,3.4,2.2
2,0,1.22,5,13
1,1,2.87,3.25,2.5
1,2,2.7,3.2,2.7
0,0,2.1,3.4,3.5
1,1,1.33,5,10
2,0,1.33,4.5,8.5
0,0,2,3.4,3.8
4,0,1.44,4.2,8
1,3,7,4,1.5
2,0,1.16,7,17
0,2,3.2,3.3,2.3
1,0,9,4.33,1.4
0,2,15,6,1.22
7,1,1.61,3.6,6.5
2,1,1.57,3.75,6.5
0,3,2.75,3.25,2.6
0,3,3.8,3.3,2
2,2,2.87,3.25,2.5
1,1,2.75,3.25,2.6
0,4,2.2,3.25,3.4
1,2,4,3.3,2
3,1,1.9,3.4,4.2
1,0,1.25,5.5,13
0,0,2.2,3.25,3.4
1,1,2,3.3,4
1,0,1.66,3.6,5.5
1,1,3,3.25,2.4
4,0,1.28,5,13
2,3,1.44,4.2,8
2,0,1.2,6,17
1,1,6,3.75,1.61
1,3,2.1,3.3,3.6
2,0,1.16,6.5,21
3,0,1.57,3.75,6.5
4,1,1.11,8.5,26
2,1,1.8,3.5,4.75
3,1,5.5,3.6,1.66
0,1,1.83,3.5,4.5
4,1,2,3.4,3.8
2,1,7,3.8,1.53
2,1,2,3.3,3.75
1,1,2.2,3.25,3.4
0,1,3.1,3.25,2.37
0,1,2.5,3.25,2.87
4,2,1.83,3.25,5
0,1,2.2,3.25,3.4
1,1,3.25,3.25,2.3
0,2,2.5,3.25,2.87
5,3,3.25,3.25,2.3
1,0,2.5,3,3.1
0,1,2.62,3.1,2.87
2,1,1.5,4,7.5
1,1,2.1,3.3,3.6
3,0,1.9,3.3,4.33
1,1,2.1,3.3,3.6
4,1,1.5,4,7
1,2,2.3,3.3,3.2
2,1,1.9,3.3,4.33
0,1,4.2,3.4,1.9
2,1,1.36,4.75,9
2,2,1.33,4.75,11
3,0,2.25,3.3,3.25
4,4,1.4,4.33,9
1,2,13,5,1.28
2,0,1.7,3.5,5.5
0,0,4.5,3.5,1.83
0,4,8.5,4.5,1.4
5,1,1.44,4.2,8
1,1,1.9,3.3,4.33
1,0,2.7,3.3,2.6
2,2,2.1,3.3,3.6
1,1,1.9,3.4,4.2
2,1,1.4,4.33,9
1,4,3.5,3.4,2.1
0,1,1.66,3.6,5.5
3,1,2.5,3.25,2.87
6,4,1.5,4,7
2,1,7,4,1.5
1,2,3.25,3.3,2.25
1,2,4,3.5,1.9
0,0,3.6,3.3,2.1
2,0,1.33,5,10
2,1,2.37,3.3,3
1,2,7,4,1.5
1,0,1.16,7,19
0,2,3,3.25,2.4
0,2,2.87,3.3,2.5
1,0,1.57,4,6
1,0,1.53,4,6.5
1,1,1.2,5.5,12
0,2,2.25,3.3,3.25
1,1,1.2,6,17
3,1,1.61,3.75,6
2,0,1.75,3.5,5
0,1,2.87,3.25,2.5
1,0,2.1,3.3,3.6
6,0,1.25,5.5,13
1,1,5,3.6,1.72
2,1,1.72,3.6,5
1,2,2.4,3.25,3
2,0,2.75,3.25,2.62
0,1,5.5,3.6,1.66
1,1,1.72,3.6,5
0,3,7,3.8,1.53
0,0,1.72,3.6,5
3,1,1.44,4.2,8
0,2,8,4.5,1.4
2,0,1.44,4.2,8
1,1,2,3.4,3.8
1,2,3.25,3.25,2.25
2,2,1.61,3.75,6
1,1,1.9,3.4,4.2
3,0,1.28,5,13
0,0,1.9,3.4,4.2
1,0,1.9,3.3,4.33
2,0,2.3,3.25,3.2
1,0,1.22,6,15
1,1,5,3.6,1.72
0,0,2.37,3.25,3.1
2,0,1.25,5.5,13
1,0,4,3.5,1.9
1,1,1.61,3.5,6.5
0,0,2.37,3.2,3.1
3,0,1.3,5,12
1,3,4.5,3.6,1.8
1,1,5.25,3.5,1.72
0,2,2.15,3.25,3.5
1,1,4.5,3.5,1.83
1,0,2.62,3.25,2.7
2,1,3.25,3.25,2.25
1,1,2,3.25,4
4,1,1.83,3.5,4.5
0,1,2.5,3.25,2.87
0,3,6.5,4,1.53
1,0,1.53,4,6.5
1,0,1.9,3.4,4.2
2,0,2.1,3.3,3.6
1,1,1.8,3.6,4.5
0,0,1.9,3.2,4.5
1,2,1.28,5,13
2,0,1.33,4.75,11
2,2,7,4,1.5
0,1,2.7,3.25,2.62
3,2,1.4,4.2,9.5
1,5,7,4,1.5
1,0,1.61,3.75,6
2,0,1.61,3.75,6
4,1,1.83,3.5,4.5
1,2,3.1,3.25,2.37
0,2,2.4,3.25,3
1,1,1.57,3.8,6.5
4,1,3.75,3.5,2
0,0,3.25,3.3,2.25
0,3,10,5,1.33
0,0,1.8,3.5,4.75
0,1,1.83,3.5,4.5
0,1,2.6,3.3,2.75
0,4,4.5,3.5,1.83
1,3,4.5,3.6,1.8
3,1,1.83,3.5,4.5
4,0,1.44,4.33,7.5
1,1,1.53,4,6.5
3,0,1.36,4.5,10
2,0,2.5,3.25,2.87
0,1,3.5,3.4,2.1
4,0,1.8,3.6,4.5
0,0,6.5,3.8,1.57
1,1,1.61,3.75,6
6,1,1.1,9,26
4,2,1.83,3.5,4.5
1,1,1.25,5.5,13
0,1,17,7,1.16
2,1,1.25,5.5,13
2,0,2.37,3.25,3.1
0,1,8,4.2,1.44
2,1,2.5,3.3,2.87
1,0,3.5,3.4,2.1
2,1,2.6,3.3,2.7
1,0,2.25,3.3,3.25
1,1,2.2,3.25,3.4
2,0,1.16,7,17
4,4,3.6,3.3,2.1
0,1,1.57,3.8,6.5
3,1,1.72,3.6,5
0,0,2.37,3.3,3
1,1,1.72,3.6,5
1,0,1.44,4.2,8
2,0,1.8,3.5,4.75
2,1,2,3.5,3.75
2,0,1.9,3.5,4
2,1,2.2,3.2,3.5
3,0,2,3.3,4
3,1,2.4,3.3,3
2,3,5,3.6,1.72
2,2,3,3.3,2.4
4,0,1.3,5,12
2,0,1.8,3.6,4.5
0,0,2.4,3.3,3
2,1,2.25,3.3,3.25
1,0,1.3,5,12
1,0,1.72,3.6,5
1,4,1.66,3.6,5.5
1,1,2.1,3.2,3.75
4,0,1.66,3.6,5.5
1,1,2.4,3.4,2.87
1,3,2.3,3.3,3.2
0,2,5,3.6,1.72
3,0,1.8,3.6,4.5
2,0,2.1,3.3,3.6
1,0,1.25,5.5,13
2,2,8.5,4.5,1.4
0,1,2.25,3.3,3.25
1,1,3,3.3,2.4
1,0,2.1,3.4,3.5
0,6,6,4,1.57
0,0,2.2,3.3,3.4
0,2,1.9,3.4,4.33
1,2,2.2,3.3,3.4
1,1,1.66,3.6,5.5
3,1,1.5,4,7
2,1,1.83,3.5,4.5
1,1,1.22,6,15
0,1,3.8,3.4,2
2,0,1.33,5,10
1,1,6,4,1.57
0,2,3.4,3.25,2.2
0,1,2.1,3.3,3.6
2,1,1.36,5,8.5
1,1,2.62,3.3,2.7
5,1,1.8,3.3,5
3,1,2.37,3.3,3
2,0,1.83,3.5,4.5
2,2,2.75,3.25,2.6
2,1,2.5,3.1,3
2,3,1.83,3.5,4.5
3,2,2.3,3.1,3.4
1,1,1.9,3.5,4
2,2,2.5,3.3,2.87
0,0,2.1,3.2,3.75
2,2,2.25,3.3,3.25
0,1,2.1,3.3,3.6
2,6,13,5.5,1.25
0,2,1.53,3.8,7
3,1,1.25,5.5,13
2,0,1.57,4,6
2,0,2.2,3.4,3.25
4,1,1.16,7,17
2,0,2,3.5,3.75
0,1,2.2,3.4,3.25
1,0,1.66,3.6,5.5
1,0,1.66,3.6,5.5
0,2,6,4.2,1.53
4,1,2,3.6,3.6
1,1,1.14,8,17
0,4,5.5,4.2,1.57
3,1,1.8,3.5,4.75
8,1,2.1,3.3,3.6
0,1,3.3,3.6,2.1
0,1,4.33,3.75,1.8
0,2,2.62,3.4,2.62
2,2,3.2,3.5,2.2
0,2,12,6.5,1.22
1,0,1.2,6.5,15
3,1,1.83,3.5,4.5
2,3,2,3.3,4
2,1,2.6,3.2,2.8
2,1,3.2,3.4,2.25
0,1,5.5,3.6,1.67
2,1,1.91,3.4,4.2
4,2,1.91,3.4,4.33
4,0,1.33,5,10
1,1,1.29,5.5,11
1,1,1.57,3.75,7
1,0,6.5,3.75,1.57
2,1,1.36,4.5,10
1,0,1.8,3.5,4.75
3,2,5,3.6,1.73
1,2,1.5,4,7
1,2,2.88,3.25,2.5
3,0,2.3,3.25,3.2
0,1,8.5,4.5,1.4
0,1,4.8,3.4,1.8
3,0,1.44,4,9
0,0,1.83,3.5,4.5
0,3,2.1,3.3,3.75
0,5,2.5,3.25,2.88
2,1,1.57,3.6,7
4,1,2.5,3.25,2.88
0,0,3,3.25,2.4
1,1,1.4,4.33,9
0,3,2.2,3.3,3.4
0,4,4.5,3.5,1.83
2,1,2.25,3.3,3.3
2,1,3,3,2.6
1,3,4.33,3.3,1.91
1,2,1.62,3.75,5.75
2,1,2,3.5,3.75
3,2,2.4,3.25,3
1,1,2.05,3.3,4
2,3,3.4,3.4,2.2
1,2,2.1,3.3,3.6
1,0,2.1,3.3,3.6
1,3,6.5,3.75,1.57
0,0,1.2,6.5,15
2,0,2.38,3.1,3.2
3,1,2.1,3.3,3.6
1,1,2.2,3.1,3.6
2,2,3.1,3.4,2.3
6,0,2,3.3,4
0,0,1.73,3.6,5
1,2,3.25,3.3,2.25
1,2,1.2,6,17
2,1,1.57,3.75,6.5
0,2,3.75,3.25,2.1
1,2,2.3,3.25,3.2
2,0,1.22,6,15
0,1,1.8,3.4,5
1,2,2.6,3.3,2.75
0,2,9,4.75,1.36
2,0,2.5,3.25,3
2,1,3,3.3,2.38
0,2,6,3.75,1.62
1,1,6,3.75,1.62
1,0,2.25,3.25,3.25
0,1,2.1,3.3,3.6
2,0,1.5,4,7
2,2,1.73,3.6,5
2,3,3.2,3.3,2.25
2,1,1.67,3.4,6
0,1,1.73,3.75,4.75
1,3,1.83,3.4,4.75
3,1,1.36,4.5,10
0,0,1.83,3.25,5
0,0,2.4,3.25,3
0,0,2.25,3.25,3.3
3,2,1.4,4.33,9
4,0,1.2,6.5,15
0,5,6,3.7,1.62
1,0,2.62,3.25,2.75
2,1,3.25,3.3,2.25
2,2,3,3.25,2.4
1,1,2.1,3.25,3.75
1,1,7.5,4,1.5
2,1,2.2,3.3,3.4
0,3,2.2,3.3,3.4
0,1,1.91,3.25,4.5
3,0,1.44,4.33,7.5
1,1,1.83,3.5,4.5
2,0,2.05,3.3,4
0,2,6,3.75,1.62
0,4,2.6,3.3,2.75
2,1,1.83,3.5,4.5
4,4,1.44,4.5,7.5
3,2,1.67,3.75,5.5
0,1,2.6,3.3,2.75
2,0,2.38,3.3,3
0,3,8,4.33,1.44
1,0,1.33,5,10
2,0,1.2,6,19
2,0,2.88,3.3,2.5
1,0,2.6,3.3,2.75
5,0,1.17,6.5,21
1,0,1.67,3.75,5.5
4,3,1.17,7,17
1,1,2,3.3,4
1,2,1.91,3.4,4.2
2,1,8,4.5,1.4
2,1,3.5,3.3,2.1
2,2,2.5,3.3,2.88
2,0,3,3.3,2.38
2,0,3,3.3,2.38
2,1,3.25,3.25,2.3
0,1,2.25,3.25,3.4
3,0,1.2,6,19
1,2,2.38,3.3,3
1,3,2.6,3.25,2.8
0,0,1.8,3.4,5
1,2,1.7,3.8,5
0,2,8,4.33,1.44
2,1,2.38,3.25,3.1
1,2,2.25,3.3,3.3
0,2,1.5,4,7
1,2,2,3.4,3.8
0,2,6,3.75,1.62
2,1,3.3,3.3,2.25
5,0,1.14,7.5,23
2,2,2.1,3.3,3.6
0,3,12,5,1.3
0,0,2.5,3.25,2.88
1,1,1.83,3.5,4.5
2,2,2.88,3.25,2.5
0,0,5,3.6,1.73
0,0,1.2,6,19
0,0,1.25,5.5,15
3,0,3.25,3.4,2.2
1,3,1.91,3.4,4.33
2,2,1.8,3.6,4.5
1,0,2.2,3.3,3.4
0,1,2.1,3.4,3.5
1,0,1.73,3.75,4.75
1,0,2.5,3.3,2.88
0,0,1.57,3.8,6.5
0,0,2.2,3.3,3.4
1,1,2.4,3.4,2.88
1,4,2.25,3.3,3.3
2,1,1.73,3.6,5
1,2,1.8,3.4,5
0,1,4.33,3.6,1.83
3,2,2.1,3.3,3.6
0,1,1.91,3.5,4
0,0,1.3,5,12
1,0,1.33,4.75,11
1,3,5.5,3.5,1.73
0,2,7,3.8,1.53
1,1,2.6,3.2,2.8
2,1,2.38,3.25,3.1
1,0,1.14,7.5,23
2,2,1.8,3.5,4.75
2,3,2.62,3.25,2.75
1,1,2.62,3.25,2.75
0,2,2.75,3.25,2.62
4,2,1.67,3.6,5.5
2,2,1.33,5,10
0,1,2,3.4,3.8
1,1,4.5,3.6,1.8
0,0,2.5,3.25,2.88
4,0,2,3.4,3.8
0,0,4.5,3.5,1.83
3,0,2.1,3.3,3.6
1,1,1.25,5.5,15
0,3,2.05,3.2,3.4
3,0,1.83,3.5,4.5
2,1,2.2,3.25,3.4
3,0,2.2,3.25,3.5
1,4,2.1,3.25,3.75
0,1,3,3.4,2.37
1,1,2.4,3.25,3
2,1,2.37,3.4,3
2,1,3.25,3.3,2.25
0,0,5,3.6,1.73
2,2,2.5,3.3,2.87
2,0,1.14,7.5,21
3,0,1.33,4.5,12
5,1,1.8,3.6,4.5
0,1,2.5,3.3,2.87
1,4,2.2,3.25,3.4
0,1,12,5,1.3
0,0,2.25,3.25,3.3
0,0,1.72,3.6,5
2,1,2.25,3.3,3.25
1,0,1.4,4.5,10
2,2,2.62,3.3,2.87
0,1,2.3,3.25,3.4
3,0,1.8,3.6,5
2,2,6.5,3.75,1.61
1,5,5,3.6,1.8
2,0,3.5,3.4,2.2
2,1,1.72,3.6,5.5
1,0,1.2,6.5,19
0,1,4.33,3.6,1.91
1,0,1.36,4.33,11
2,1,1.4,4.33,9
2,0,1.62,3.75,6
1,1,2.25,3.2,3.4
2,2,2.2,3.3,3.4
0,0,10,4.5,1.36
3,0,2.2,3.2,3.5
1,0,2.5,3.25,2.88
1,0,1.2,6,15
3,0,2,3.4,3.8
0,1,8,3.8,1.5
2,1,1.2,6.5,15
1,3,5.5,4,1.62
1,0,2,3.4,3.75
1,2,3.25,3.25,2.25
3,0,2.38,3.3,3
1,1,1.73,3.6,5
3,1,2.1,3.3,3.6
1,1,1.62,3.75,6
0,1,3.25,3.4,2.3
1,0,2.25,3.3,3.5
3,1,1.61,3.8,6.5
0,5,10,5,1.36
2,2,2,3.25,4.5
2,0,1.25,6,15
1,1,3,3.3,2.5
2,1,1.75,3.75,5
2,0,1.83,3.6,4.75
1,1,5,3.5,1.83
0,0,1.5,4.2,7
0,0,1.61,3.7,6
3,2,2.75,3.3,2.62
3,1,2,3.3,4
2,2,2.2,3.2,3.5
1,0,1.36,4.5,10
0,0,2.5,3.3,2.87
1,0,3.25,3.3,2.25
2,0,2.5,3.1,3.1
1,1,2.6,3.2,2.8
0,2,2.87,3.3,2.5
0,0,1.2,6,19
3,0,1.72,3.4,5.5
1,0,1.61,3.75,6
2,3,5,3.3,1.8
2,0,1.83,3.5,4.5
2,3,2.25,3.3,3.25
0,0,2,3.4,3.8
0,0,3,3.3,2.4
0,1,6.5,3.75,1.57
2,0,2.87,3.25,2.5
3,0,1.25,5.5,13
0,0,1.4,4.33,9
0,1,3.3,3.3,2.25
2,1,2.3,3.3,3.1
2,1,1.25,5.5,13
0,0,2.4,3.25,3
2,2,2.5,3.25,2.87
2,0,1.8,3.5,4.75
1,1,1.57,3.75,7
0,0,2.87,3.25,2.5
1,2,3,3.3,2.37
0,0,1.4,4.33,9
2,1,1.28,5,13
2,0,1.5,4,7.5
2,0,5.5,3.5,1.72
2,2,1.4,4,10
1,0,2,3.3,4
1,2,2.87,3.25,2.5
1,0,2.5,3.25,2.87
2,0,1.4,4.33,9.5
0,1,6.5,3.75,1.57
1,3,6.5,3.75,1.57
0,0,2.5,3.25,2.9
0,1,1.66,3.6,5.75
2,0,2.5,3.3,2.87
1,2,7.5,4,1.5
2,0,2.5,3.25,2.9
4,0,1.83,3.5,4.5
0,1,2.2,3.3,3.4
1,1,2.87,3.3,2.5
1,2,2.25,3.2,3.4
4,0,1.44,4.33,8
1,3,2.1,3.25,3.75
3,1,1.5,4,7.5
1,1,2.62,3.25,2.75
1,4,1.91,3.3,4.5
1,1,2.2,3.2,3.5
1,2,2.2,3.2,3.5
1,2,2,3.3,4
1,0,1.4,4.5,9
0,0,1.67,3.6,5.75
1,1,1.9,3.4,4.33
2,0,8,4.2,1.44
1,3,5,3.6,1.72
2,1,2.75,3.2,2.62
1,0,2.25,3.3,3.3
1,0,4.5,3.5,1.83
1,1,2.4,3.3,3
5,0,1.44,4.2,8
1,0,1.66,3.6,5.5
1,0,1.72,3.6,5
2,0,1.53,3.75,7.5
2,1,2.62,3.25,2.75
4,1,2.1,3.3,3.6
0,1,6,3.75,1.61
0,0,2.62,3.25,2.75
0,2,5,3.6,1.72
0,2,2.2,3.25,3.4
2,0,2.1,3.2,3.75
4,0,1.72,3.4,5.5
3,2,1.4,4.33,9
4,3,1.25,5.5,15
4,0,1.33,4.75,11
3,1,2.1,3.3,3.75
2,2,1.73,3.5,5.5
1,1,2.5,3.25,2.88
1,2,7.5,4,1.5
1,0,1.73,3.5,5.5
1,4,5.25,3.5,1.73
3,3,2.2,3.25,3.5
1,3,1.91,3.4,4.33
1,1,1.67,3.6,5.5
0,0,2.25,3.25,3.3
1,0,2.1,3.3,3.6
1,0,2.4,3.25,3
1,0,1.91,3.4,4.2
4,2,1.57,3.8,6.5
1,0,1.67,3.6,5.5
4,4,1.72,3.6,5
0,0,1.44,4.2,8.5
2,0,1.25,5.5,13
1,1,3.1,3.3,2.37
1,2,1.83,3.5,4.5
1,0,1.75,3.5,5
1,3,10,4.5,1.36
5,2,1.44,4,9
3,0,2.5,3.3,2.87
0,1,4.75,3.3,1.85
2,0,1.5,4.2,7.5
2,0,1.9,3.4,4.2
0,0,2,3.5,3.75
3,1,1.53,3.8,7
3,1,2,3.3,4
0,2,6.5,3.8,1.57
0,3,3.2,3.3,2.3
0,1,2.37,3.25,3.1
1,0,1.5,4,7
0,0,2.1,3.25,3.75
3,0,1.25,5.5,13
0,2,2.5,3.25,2.9
1,0,1.53,3.8,7
2,0,2,3.25,4
0,0,2.2,3.25,3.5
0,0,2.3,3.3,3.2
3,1,2.62,3.25,2.75
1,2,2.1,3.3,3.6
3,1,2.4,3.4,2.9
0,3,6.5,3.8,1.57
1,4,2.6,3.25,2.8
2,0,1.36,4.75,9.5
3,1,2,3.4,3.8
1,2,12,5,1.3
1,1,2.2,3.3,3.4
3,1,1.73,3.6,5
0,0,1.67,3.5,6
1,1,2.5,3.4,2.75
0,1,1.91,3.5,4
2,0,2.2,3.25,3.4
2,1,1.83,3.5,4.5
2,0,1.3,5,11
0,2,7,5,1.4
3,1,2.1,3.2,3.75
4,1,1.33,5,10
1,0,2.3,3.4,3.1
0,0,1.83,3.5,4.5
0,2,2.1,3.3,3.6
0,1,3,3.5,2.3
3,1,1.53,4,6.5
1,0,1.73,3.6,5
2,3,4,3.6,1.91
2,1,2.25,3.4,3.2
1,0,2.1,3.4,3.5
0,2,1.67,3.6,5.5
0,2,3.6,3.25,2.1
0,1,2.25,3.25,3.25
2,1,1.17,6.5,21
1,6,3.2,3.25,2.3
0,1,2.63,3.2,2.75
2,0,1.91,3.3,4.33
0,2,2.63,3.3,2.7
1,0,1.2,6,17
2,1,3.2,3.25,2.3
1,3,6.5,4,1.53
0,1,1.73,3.6,5.25
1,0,2,3.3,4
1,0,9.5,5,1.33
1,5,3.75,3.5,2
4,0,1.25,5.5,13
4,1,1.17,7,19
0,0,2.3,3.2,3.25
1,0,2.6,3.25,2.8
1,0,1.33,4.5,12
2,1,2.1,3.25,3.75
0,5,6.5,4,1.53
1,0,3.4,3.3,2.2
0,2,6.5,3.8,1.57
1,2,3.1,3.25,2.38
1,3,1.44,4.2,8
0,0,2.2,3.3,3.5
2,3,7,4,1.53
3,0,1.14,8,21
2,1,2.2,3.3,3.5
1,0,2.38,3.25,3.2
2,1,1.36,4.75,9
1,1,2.1,3.3,3.6
2,0,1.73,3.6,5.25
2,1,1.73,3.6,5.25
0,1,6.5,3.8,1.57
3,1,1.83,3.5,4.5
4,0,1.2,6.5,15
4,2,2.88,3.25,2.5
2,3,2.6,3.2,2.8
1,2,9,4.5,1.4
4,1,1.75,3.5,5
1,3,3.1,3.4,2.3
1,0,2.3,3.25,3.25
0,1,3.4,3.25,2.25
2,1,2.6,3.2,2.8
4,0,1.25,5.5,13
2,0,1.4,4.2,10
1,1,2.1,3.25,3.75
3,1,2.88,3.25,2.5
0,1,2.4,3.25,3
2,3,6.5,4,1.53
3,0,1.5,4,7
3,0,1.8,3.3,5
4,3,1.57,4,6
2,1,2.5,3.25,2.88
1,2,2.2,3.25,3.4
2,1,3.1,3.25,2.38
0,1,6.5,4,1.53
6,1,1.14,7.5,23
0,1,4.2,3.4,1.91
0,2,8.5,4.5,1.4
5,0,1.33,5,10
3,1,10,5,1.33
5,2,1.73,3.6,5
3,1,1.44,4.33,7.5
2,2,3.8,3.6,1.95
2,1,2.3,3.25,3.2
2,1,2.88,3.3,2.5
2,2,1.2,6.5,15
0,1,2,3.4,3.8
6,2,1.2,6.5,15
2,0,2.1,3.3,3.6
1,1,1.57,4,6
2,2,2.2,3.25,3.4
1,1,2.75,3.25,2.63
3,1,1.17,7,19
2,1,4.5,3.6,1.8
1,1,1.44,4.2,6.5
2,1,1.2,5.5,13
1,2,4.5,3.5,1.83
2,1,2.1,3.3,3.6
1,0,4.2,3.4,1.91
3,2,1.73,3.6,5
1,1,5,3.6,1.73
2,0,1.67,3.6,5.5
2,1,2.9,3.25,2.5
1,3,2.5,3.3,2.88
5,0,1.2,6.5,15
0,0,2.6,3.2,2.8
0,1,1.44,4.33,7.5
1,1,3.5,3.2,2.2
3,2,2.63,3.25,2.75
2,0,3,3.25,2.4
2,2,1.44,4.2,8
2,2,7,4.2,1.5
3,0,1.57,4,6
0,4,9,4.33,1.4
2,0,1.91,3.4,4.2
1,1,2.5,3.25,2.88
3,1,4.2,3.4,1.91
2,0,1.17,7,19
4,0,2.38,3.3,3
2,2,1.91,3.4,4.2
2,2,2,3.3,4
0,0,4.33,3.6,1.83
2,1,2.75,3.3,2.63
5,1,1.8,3.5,4.75
3,1,2.1,3.4,3.6
3,3,1.33,4.75,11
2,0,1.57,3.75,6.5
1,4,9,4.75,1.36
1,0,2,3.25,4
2,1,2.75,3.3,2.6
1,2,2.4,3.3,3
1,1,2.25,3.2,3.4
2,2,1.36,4.5,10
1,0,2.5,3.2,2.9
1,1,3.4,3.3,2.2
4,0,1.17,7,19
3,3,2.88,3.25,2.5
2,2,1.91,3.4,4.2
3,0,1.4,4.5,9
